gene_id,length,symbol
22223,1327,UCHL1
22224,4262,USP10
22225,3299,USP5
22226,644,UCN
22227,1644,UCP1
22228,4133,UCP2
22229,3044,UCP3
22230,2103,UFD1
546519,1820,TMEM235
22232,3581,SLC35A2
22234,4135,UGCG
22235,2442,UGDH
22236,4187,UGT1A2
22238,1893,UGT2B5
22239,6133,UGT8A
22240,2736,DPYSL3
22241,7061,ULK1
22242,2592,UMOD
22245,1951,UCK1
22247,3219,UMPS
22248,1281,UNC119
22249,12887,UNC13B
22253,12933,UNC5C
22255,2907,UNCX
22256,2576,UNG
546546,2051,SERPINA3H
22259,2190,NR1H3
22260,3910,NR1H2
22258,5217,USP4
22262,1843,UOX
22264,622,PRAP1
22268,1769,UPK1B
22269,874,UPK2
22270,1106,UPK3A
22271,1592,UPP1
22272,706,UQCRQ
22273,1656,UQCRC1
22275,1199,UROD
22276,2479,UROS
22278,3136,USF1
22282,2419,USF2
22283,17940,USH2A
22284,14228,USP9X
22286,1160,UTF1
22287,468,SCGB1A1
22288,15012,UTRN
22289,6624,KDM6A
22290,7135,UTY
22293,2983,SLC45A2
22294,1234,UXT
22295,14958,CDH23
22296,2359,VMN1R51
22297,3249,VMN1R45
22300,4215,VMN2R123
22301,3849,VMN2R89
22305,3078,VMN2R37
22306,2559,VMN2R30
22307,5053,VMN2R10
22310,3619,VMN2R42
22311,2559,VMN2R32
22312,2586,VMN2R107
22313,2583,VMN2R104
22317,7156,VAMP1
22318,2164,VAMP2
22319,2115,VAMP3
22320,786,VAMP8
22321,4661,VARS
546611,1602,KLHL33
22323,2485,VASP
22324,4774,VAV1
22325,3597,VAV2
22326,1017,VAX1
22327,1810,VBP1
22329,3758,VCAM1
22330,8166,VCL
22333,1766,VDAC1
22334,1662,VDAC2
22335,1420,VDAC3
22337,4354,VDR
22339,4729,VEGFA
22340,1417,VEGFB
22341,1921,VEGFC
22342,716,LIN7B
22343,4371,LIN7C
22344,4521,VEZF1
22346,2730,VHL
22348,2805,SLC32A1
22349,3117,VIL1
22350,3070,EZR
22351,3255,VILL
22352,1834,VIM
22353,1527,VIP
22354,4902,VIPR1
22355,4284,VIPR2
22359,8308,VLDLR
546648,1818,KLHDC7B
22360,2137,NRSN1
22361,2416,VNN1
22362,768,VPREB1
22363,429,VPREB2
22364,602,VPREB3
22365,3998,VPS45
22367,3899,VRK1
22368,6910,TRPV2
22370,1745,VTN
22371,14553,VWF
22373,562,WAP
22375,3429,WARS1
22376,2094,WAS
22377,1423,WBP1
22378,1795,WBP2
22379,4409,FMNL3
22380,3533,WBP4
22381,1018,TCEAL9
22384,2493,EIF4H
22385,7694,BAZ1B
22388,2995,WDR1
22390,3419,WEE1
22393,5908,WFS1
22401,7782,ZMAT3
22402,5148,CCN4
22403,1775,CCN5
22404,9299,WIZ
22408,2371,WNT1
22409,1961,WNT10A
22410,2631,WNT10B
22411,3569,WNT11
22412,4519,WNT9B
22413,2115,WNT2
22414,3573,WNT2B
22415,3115,WNT3
22416,2751,WNT3A
22417,1101,WNT4
22418,4292,WNT5A
22419,2507,WNT5B
22420,2068,WNT6
22421,3176,WNT7A
22422,4638,WNT7B
22423,3376,WNT8B
22427,8199,WRN
22428,964,DCTN6
22431,3343,WT1
22433,2069,XBP1
546723,804,PPP1R2-PS3
22436,5324,XDH
22437,5839,XIRP1
546726,1557,CYP26C1
22439,5043,XK
546729,1047,CALHM1
22441,1110,XLR
22445,1647,XLR3A
22446,1584,XLR3C
546747,978,OR6Y1
546837,1515,CYP2J7
546840,947,LDLRAD1
546849,1227,AADACL4FM3
22589,13569,ATRX
22590,1395,XPA
22591,3631,XPC
22592,6164,ERCC5
22594,3582,XRCC1
22596,2556,XRCC5
546886,921,CFAP73
22598,4679,SLC6A18
22599,3413,SLC6A20B
22601,8969,YAP1
546896,954,OR10AC1
22608,3893,YBX1
22612,5486,YES1
546901,930,VMN1R34
546903,918,VMN1R39
22619,4167,SIAE
546912,2562,VMN2R21
22625,3936,MAP3K19
22626,2058,SLC23A3
546913,2562,VMN2R22
22627,2157,YWHAE
22628,8676,YWHAG
22629,1764,YWHAH
22630,2605,YWHAQ
22631,3796,YWHAZ
22632,2324,YY1
22634,9155,PLAGL1
22635,17615,ZAN
22637,2747,ZAP70
22639,3422,ZFA-PS
22640,2210,ZFP1
22642,3415,ZBTB17
22643,3986,ZFP101
22644,3264,RNF103
22646,2004,ZFP105
22648,3916,ZFP11
22652,2547,MKRN3
22654,2625,ZFP13
546943,915,VMN1R176
546944,915,VMN1R170
22658,2931,PCGF2
22661,9545,ZFP148
22666,3611,ZBTB14
22668,8045,SF1
22670,5804,TRIM26
22671,3174,RNF112
22673,3596,ZFP185
546964,2580,VMN2R62
22678,3489,ZFP2
22680,5109,ZFP207
22682,2834,ZFAND5
22685,2813,ZFP239
22687,2983,ZPR1
22688,12452,ZFP26
22689,3684,ZFP27
22690,4146,ZFP28
22691,2889,ZSCAN2
546980,2562,VMN2R74
546981,2562,VMN2R75
22693,5401,ZFP30
546983,2565,VMN2R77
22694,3033,ZFP35
22695,1765,ZFP36
22696,3791,ZFP37
22698,3890,ZFP39
22700,4079,ZFP40
22701,3873,ZFP41
22702,1988,ZFP42
22697,2399,ZSCAN21
22704,4637,ZFP46
22709,2732,ZFP51
22710,3164,ZFP52
22712,2576,ZFP54
22715,3590,ZFP57
22717,3796,ZFP59
22718,5824,ZFP60
22719,2347,ZFP61
22720,5410,ZFP62
22722,5568,ZFP64
22724,4616,ZBTB7B
22746,2218,ZFP85
22750,3921,ZFP9
22751,11038,ZFP90
22754,7499,ZFP92
22755,3568,ZFP93
22756,2660,ZFP94
22757,3797,ZKSCAN5
22758,5561,ZSCAN12
22759,3669,ZFP97
22761,3386,ZFPM1
22762,8385,ZFPM2
22763,4597,ZFR
22764,7761,ZFX
22767,2785,ZFY1
22768,2816,ZFY2
22770,5212,ZHX1
22771,4694,ZIC1
22772,2967,ZIC2
22773,5216,ZIC3
22774,9208,ZIC4
22775,4191,ZIK1
22776,3770,ZIM1
22778,8918,IKZF1
22779,9421,IKZF2
22780,7271,IKZF3
22781,4673,IKZF4
22782,5230,SLC30A1
22784,2001,SLC30A3
22785,5476,SLC30A4
22786,1924,ZP1
22787,2200,ZP2
22788,1317,ZP3
22789,2034,ZP3R
22791,4833,DNAJC2
22793,4100,ZYX
547109,2070,TRIM43A
547127,5704,TMEM181B-PS
547150,15851,6820431F20RIK
547154,539,H2AL1K
547160,494,H2AL1E
547168,983,RHOX7A
547176,3677,ZC3H12B
547210,672,H2AL2C
547253,11926,PARP14
547347,1633,GM6034
547349,390,LOC547349
547431,2563,BTNL2
23789,2054,CORO1B
23790,8531,CORO1C
23792,10941,ADAM23
23793,2621,ADAM25
23794,8104,ADAMTS5
23795,760,AGR2
23796,4283,APLNR
23797,4735,AKT3
23801,2538,ALOXE3
23802,3678,AMFR
23805,10293,APC2
23806,13264,ARIH1
23807,5572,ARIH2
23808,2517,ASH2L
23821,4477,BACE1
23825,821,BANF1
23827,2182,BPNT1
23828,1607,BVES
23829,1246,C1QL1
23830,3567,CAPN10
23831,1854,CAR14
23832,4453,XCR1
23833,503,CD52
23834,5109,CDC6
23836,3722,CDH20
23837,1215,CFDP1
23844,2935,CLCA1
23845,3924,CLEC5A
23849,4217,KLF6
23850,8672,PAPPA2
23853,2277,DEF6
23854,4789,DEF8
23855,411,DEFA17
23856,17270,DIDO1
23857,12790,DMTF1
23859,9842,DLG2
23863,1680,DAND5
23871,6538,ETS1
23872,3556,ETS2
23873,1800,FAIM
23874,2607,FARSB
23876,6795,FBLN5
23877,3831,FIZ1
23879,2970,FXR2
23880,4031,FYB
23881,4706,G3BP2
23882,1080,GADD45G
23885,2944,GMCL1
23886,1683,GDF15
23887,5357,GGT5
23888,9576,GPC6
23890,2076,GPR34
23892,1639,GREM1
23893,3745,GREM2
23894,3947,GTF2H2
23897,1319,HAX1
23900,508,HCST
23908,4968,HS2ST1
23912,4474,RHOF
23917,2888,IMPDH1
23918,1625,IMPDH2
23919,890,INSL5
23920,5809,INSRR
23921,3632,SH2B2
23922,1103,JTB
23923,1780,AADAT
23924,1775,KATNA1
23925,2516,KEL
23927,855,KRTAP14
23928,6040,LAMC3
23934,2973,LY6H
23936,3952,LYNX1
23937,2703,MAB21L2
23938,3349,MAP2K5
23939,11170,MAPK7
23942,3087,MTA2
23943,4580,ESYT1
23945,4709,MGLL
23947,6271,MID2
23948,3489,MMP17
23950,5412,DNAJB6
23954,2194,NEK3
23955,3538,NEK4
23956,2553,NEU2
23957,1118,NR0B2
23958,2486,NR2E3
23959,5063,NT5E
23960,2239,OAS1G
23961,2353,OAS1B
23962,3136,OASL2
23963,13416,TENM1
23964,11160,TENM2
23965,13174,TENM3
23966,15977,TENM4
23967,2011,OSR1
23968,3885,NLRP5
23969,4783,PACSIN1
23970,3979,PACSIN2
23971,2983,PAPSS1
23972,3796,PAPSS2
23980,1182,PEBP1
23983,1669,PCBP1
23984,8753,PDE10A
23985,3083,SLC26A4
23986,1877,ECI2
23988,3808,PIN1
23989,6424,MED24
23991,837,CIB1
23992,1554,PRKRA
23993,1745,KLK7
23994,1822,DAZAP2
23996,2416,PSMC4
23997,2059,PSMD13
23999,1763,TWF2
24000,7815,PTPN21
24001,8560,TIAM2
24004,2508,RAI2
24010,2806,IK
24012,2622,RGS7
24013,7429,GRK1
24014,8664,RNASEL
24015,5171,ABCE1
24017,6171,RNF13
24018,4769,RNGTT
24030,684,MRPS12
24044,2342,SCAMP2
24045,1614,SCAMP3
24046,5835,SCN11A
24047,1440,CCL19
24050,6996,SEPTIN3
24051,3727,SGCB
24052,4008,SGCD
24053,3515,SGCG
24055,4215,SH3BP2
24056,2879,SH3BP5
24057,1881,SH3YL1
24058,2972,SIGIRR
24059,7945,SLCO2A1
24060,2039,SLC35A1
24061,3970,SMC1A
24063,2608,SPRY1
24064,2087,SPRY2
24066,4590,SPRY4
24067,10290,SRP54A
24068,1277,SRA1
24069,4915,SUFU
24070,1435,MPDU1
24071,11370,SYNJ2BP
24074,3302,TAF7
24075,757,TAF10
24082,1267,MAP2K3OS
24083,4159,NATD1
24084,1498,TEKT2
24086,6512,TLK2
24087,3443,TLL2
24088,2855,TLR2
24099,3718,TNFSF13B
24100,2004,TPRA1
24102,1016,TREX2
24105,2791,RBCK1
24108,937,UBD
24109,3348,UBL3
24110,1771,USP18
24111,538,UTS2
24112,933,VMN1R49
24113,1233,VAX2
24115,2082,BEST1
24116,3690,NELFA
24117,2471,WIF1
24127,6973,XRN1
24128,3882,XRN2
24131,6141,LDB3
24132,5060,ZFP53
24135,4821,ZFP68
24136,14543,ZEB2
100294583,1507,ALKAL2
286940,9350,FLNB
286942,3433,KIF19A
100033459,5642,IFI208
100034251,469,WFDC17
550619,2153,ARID3C
26356,3108,ING1
26357,2895,ABCG2
26358,2060,ALDH1A7
26359,2289,ANXA10
26360,7714,ANGPTL2
26361,4148,AVPR1B
26362,5805,AXL
26363,1942,BTD
26364,3304,ADGRE5
26365,4711,CEACAM1
26366,1049,CEACAM10
26367,3827,CEACAM2
26368,1374,CEACAM9
26369,2297,CETN1
26370,1355,CETN2
26371,3075,CIAO1
26372,4537,CLCN6
26373,4196,CLCN7
26374,5056,COP1
26377,3088,DAPP1
26378,2051,DECR2
26379,4585,ESRRA
26380,6302,ESRRB
26381,5647,ESRRG
26382,3175,FGD2
26383,12754,FTO
26384,2300,GNPDA1
26385,3800,GRK6
26386,1929,HSF4
26388,1966,IFI202B
26390,6955,MAPKBP1
26394,1636,LYPLA2
26395,2426,MAP2K1
26396,2622,MAP2K2
26397,2647,MAP2K3
26398,3727,MAP2K4
26399,2265,MAP2K6
26400,4285,MAP2K7
26401,6961,MAP3K1
26403,3872,MAP3K11
26404,5753,MAP3K12
26405,11741,MAP3K2
26406,3149,MAP3K3
26407,9281,MAP3K4
26408,5393,MAP3K5
26409,7253,MAP3K7
26410,4391,MAP3K8
26411,3107,MAP4K1
26412,4064,MAP4K2
26413,5947,MAPK1
26414,15124,MAPK10
26415,1388,MAPK13
26416,3788,MAPK14
26417,2089,MAPK3
26419,10830,MAPK8
26420,10153,MAPK9
26422,14723,NBEA
26423,4474,NR5A1
26424,4698,NR5A2
100034361,1887,MFAP1B
26425,2424,NUBP1
26427,2271,CREB3L1
26426,1430,NUBP2
26428,6280,ORC4
26429,2059,ORC5
26431,6946,GIT2
26430,5960,PARG
26432,3711,PLOD2
26433,3823,PLOD3
26434,5338,PRND
26436,2283,PSG16
26437,2084,PSG17
26438,2897,PSG18
26439,2547,PSG19
26440,1909,PSMA1
26441,1096,PSMA4
26442,1217,PSMA5
26443,997,PSMA6
26444,881,PSMA7
26445,2476,PSMB2
26446,1998,PSMB3
26447,3875,POLI
26448,4093,MOK
26450,2160,RBBP9
26451,1112,RPL27A
26456,4673,SEMA4G
26457,3798,SLC27A1
26458,2301,SLC27A2
26459,2329,SLC27A5
26462,2718,TXNRD2
26464,1811,VNN3
26465,2030,ZFP146
26466,7098,ZFP260
26549,1293,ITGB1BP2
26554,2892,CUL3
26556,5855,HOMER1
26557,12789,HOMER2
26558,2749,HOMER3
26559,5009,HUNK
26560,836,KRTAP15
26561,1560,MMP23
26562,3874,NCDN
26563,4818,ROR1
26564,3970,ROR2
26565,1208,PLA2G10
26568,2497,SLC27A3
26569,4008,SLC27A4
26570,11290,SLC7A11
26572,1566,COPS3
26611,4838,RCN2
100034684,441,CSTDC5
26754,2744,COPS5
26757,4797,DPYSL4
100034726,607,GM15772
100034729,1974,GM15114
100034739,3329,GM17762
57439,3598,TMEM183A
26874,5540,ABCD2
26875,27704,PCLO
26876,1312,ADH4
26877,4978,B3GALT1
26878,4578,B3GALT2
26879,1901,B3GALNT1
26885,6921,CASP8AP2
26886,1239,CENPH
26887,2000,CHST4
26888,2827,CLEC4A2
26889,6431,CLN8
26891,3803,COPS4
26893,2327,COPS6
26894,2265,COPS7A
26895,2231,COPS7B
26896,8067,MED14
26897,3276,ACOT1
26898,1394,CTSJ
26900,4708,DDX3Y
26901,517,SS18L2
26903,8140,DYSF
26904,1433,SH2D1B1
26905,3805,EIF2S3X
26908,1767,EIF2S3Y
26909,5506,EXO1
26910,759,FIGLA
26912,2977,GCAT
26913,4141,GPRIN1
26914,5858,MACROH2A1
26918,3175,ERN2
26919,3840,ZFP346
26920,10956,CNTRL
26921,6193,MAP4K4
26922,1337,MECR
26926,3160,AIFM1
26927,2520,FOXL2
26931,7288,PPP2R5C
26932,5434,PPP2R5E
26934,3115,RACGAP1
26936,16602,MPRIP
26938,1999,ST6GALNAC5
26939,4312,POLR3E
26940,1680,ECSIT
26941,1922,SLC9A3R1
26942,3570,SPAG1
26943,3694,SERINC3
26944,1956,TINAG
26945,1362,TPSG1
26946,3541,TRPC7
26949,6441,VAT1
26950,1936,VSNL1
26951,4205,ZW10
26961,862,RPL8
26965,3283,CUL1
26968,2355,ISLR
26970,945,PLA2G2E
26971,2437,PLA2G2F
26972,1962,SPO11
26987,5520,EIF4E2
26992,3753,BRD7
27007,4777,KLRK1
27008,8986,MICALL1
27015,5711,POLK
27027,2522,TSPAN32
27028,6402,ERMAP
27029,4324,SGSH
27041,4130,G3BP1
27045,1452,NIT1
27047,1751,OMD
27049,9506,ETV3
27050,4777,RPS3
27052,4365,AOAH
27053,1927,ASNS
27054,3039,SEC23B
27055,3011,FKBP9
27056,2648,IRF5
27057,3944,NCOA4
27058,1388,SRP9
27059,6413,SH3D19
27060,4298,TCIRG1
27061,1214,BCAP31
27062,7229,CADPS
27078,785,B9D1
27081,6377,ZFP275
27083,1573,XLR4B
27084,540,XLR5C
27096,1256,TRAPPC3
27103,7977,EIF2AK4
27140,1532,TLX3
27176,864,RPL7A
27204,18723,SYN3
27205,5330,PODXL
27206,7686,NRK
27207,602,RPS11
27208,82,SNORD33
27210,66,SNORD34
27211,89,SNORD35A
27212,86,SNORD35B
27214,4018,DBF4
27215,5656,AZI2
27216,1079,OR5G26
27217,2289,MIXL1
27218,3471,SLAMF1
27219,3366,SGK2
27220,958,CARTPT
27221,6584,CHAF1A
27222,3485,ATP1A4
27223,11026,TRP53BP1
27224,4592,ELOA
27225,8373,DDX24
27226,2386,PLA2G7
27260,1551,PLEK2
27261,2771,DOK3
27263,1787,SMOK2A
27267,2699,CARS
27273,3453,PDK4
27274,2494,ZFP354B
27275,3974,NUFIP1
27276,2611,PLEKHB1
27277,2902,GOLGA5
27278,1583,CLNK
27279,965,TNFRSF12A
27280,1467,PHLDA3
27281,3063,PLAAT1
27354,2491,NBN
27355,4353,PALD1
27356,660,INSL6
27357,1714,GYG
27358,322,DEFB3
27359,5318,SYTL4
27360,4938,ADD3
27361,1752,MSRB1
27362,1865,DNAJB9
27364,6861,SRR
27366,5876,TXNL4A
27367,2249,RPL3
27368,4336,TBL2
27369,2415,DGUOK
27370,448,RPS26
27371,4887,SH2D2A
27372,929,PRL3C1
27373,5121,CSNK1E
27374,2641,PRMT5
27375,3149,TJP3
27376,4000,SLC25A10
27377,5806,YME1L1
27378,931,TCL1B3
27379,1026,TCL1B1
27380,1072,TCL1B4
27381,1111,TCL1B2
27382,1126,TCL1B5
27384,1232,AKR1C13
27385,6562,MAGEL2
27386,6078,NPAS3
27387,3634,SH2D3C
27388,3521,PTDSS2
27389,2260,DUSP13
27390,3119,MMEL1
27392,6335,PIGN
27393,1028,MRPL39
27395,5522,MRPL15
27397,7551,MRPL17
27398,1112,MRPL2
27399,7166,IP6K1
27400,1581,HSD17B6
27401,9326,SKP2
27402,3041,PDHX
27403,7431,ABCA7
27404,6315,ABCA8B
27405,3969,ABCG3
27406,3328,ABCF3
27407,2783,ABCF2
27409,2263,ABCG5
27410,8773,ABCA3
27411,5535,SLC14A2
27412,2640,PEG12
27413,4970,ABCB11
27414,1460,SERGEF
27416,10942,ABCC5
27418,12646,MKLN1
27419,3999,NAGLU
27421,4958,ABCC6
27423,1153,KLRA15
27425,513,ATP5L
27426,2824,NAGPA
27428,10377,SHROOM3
27494,7125,AMOT
27528,2590,NREP
27632,1880,NELFE
27643,1735,UBL4A
27660,1773,1700088E04RIK
27681,947,SNF8
27756,1205,LSM2
27762,4367,VWA7
27784,3815,COMMD8
27801,4868,ZDHHC8
27878,3856,TADA1
27883,1786,TANGO2
27886,2991,ESS2
27965,3097,SPG21
27966,1537,RRP9
27967,4758,CHERP
27973,748,VKORC1
27979,2966,EIF3B
27981,2253,RSRP1
27984,2381,EFHD2
27993,2249,IMP4
27998,5927,EXOSC5
27999,2960,FAM3C
28000,2271,PRPF19
28006,5203,WASHC2
28010,2423,MIIP
28015,2472,POLR2M
28018,7457,UBFD1
28019,3156,ING4
28028,2103,MRPL50
28030,2598,GFM1
28035,2237,USP39
28036,2121,LARP7
28040,6091,D6WSU163E
28042,6819,SELENOI
28064,2035,YIPF3
28071,2324,POLR1F
28075,3274,DESI1
28077,862,MED10
28078,1045,PRL5A1
28080,772,ATP5O
28081,2950,FAM104A
28084,2458,VPS25
28088,1979,RTCB
28105,4851,TRIM36
28106,913,MYDGF
28109,3509,NOPCHAP1
28113,1738,TINF2
28114,4575,NSUN2
28126,1734,NOP16
28135,7161,CEP63
28146,2449,SERP1
28169,4105,AGPAT3
28185,3778,TOMM70A
28193,3100,REEP3
28194,1618,APON
28199,3281,DCAF11
28200,1830,DHRS4
28240,10287,TRPM2
28248,4057,SLCO1A1
28250,3823,SLCO1A4
28253,3296,SLCO1B2
28254,3124,SLCO1A6
28295,1363,GATD3A
100036518,1086,VMN1R223
100036521,4525,UMAD1
100036537,1721,GM11149
552899,2539,UGT2A2
553127,1232,RTL8B
100037258,5190,DNAJC3
100037260,1672,9430060I03RIK
100037262,1731,GM12359
100037278,2872,NIBAN3
100037282,2485,RSPH3B
100037283,974,RNASET2A
100037396,2536,D030047H15RIK
29805,1262,ZNHIT2
29806,5837,LIMD1
29807,4115,TPK1
29808,17659,MGA
29809,10710,RABGAP1L
29810,2593,BAG3
29811,2157,NDRG2
29812,8092,NDRG3
29813,2388,ZFP385A
29815,3300,BCAR3
29816,4392,HIP1R
29817,1213,IGFBP7
29818,2768,HSPB7
29819,5409,STAU2
29820,5315,TNFRSF19
29845,1172,OR13C7
29846,1099,OR13C7B
29848,963,OR13C7E-PS1
29849,960,OR13C7D
29856,4058,SMTN
29857,3761,MAPK12
29858,1449,PMM1
29859,2512,SULT4A1
29861,2278,DPF1
29862,822,NINJ2
29863,4767,PDE7B
29864,5120,RNF11
29865,2642,CABP5
29866,1290,CABP2
29867,1365,CABP1
29869,5813,ULK2
29870,2872,GTSE1
29871,5672,SCMH1
29873,10065,CSPG5
29875,13809,IQGAP1
29876,4064,CLIC4
29877,9859,HDGFL3
554292,1494,METHIG1
30044,2986,OPN4
30045,1365,DNAJC12
30046,10165,ZFP292
30049,3533,SCD3
30050,7992,FBXW2
30051,1824,SPDEF
30052,2193,PCSK1N
30053,782,REG3D
30054,6386,RNF17
30055,1225,TIMM13
30056,4361,TIMM9
30057,1034,TIMM8B
30058,1183,TIMM8A1
30059,666,TIMM10
30060,4132,MELTF
100038347,2678,FAM174B
100038358,4240,GM10857
100038363,2777,F630028O10RIK
100038371,934,ZFP389
100038394,1170,GM10512
100038410,4259,GM10536
100038417,795,SPINK13
100038454,1349,PLATR8
100038468,2300,GM10684
100038481,723,GM10510
100038538,2838,GM10767
100038554,3655,GM15348
100038570,1431,PRCD
100038577,1696,GM10790
100038584,2489,GM14812
100038595,2322,GM16287
100038600,2063,GM11529
100038607,2419,GM10636
100038608,3468,GM10389
100038617,2466,GM10466
100038623,815,GM10823
100038627,3164,F630042J09RIK
100038628,2043,GM10768
100038638,2743,FMR1OS
100038657,741,MYOCOS
100038666,820,GM12298
100038689,842,GM10421
100038693,2991,TMEM51OS1
100038699,1633,GM10754
100038709,4591,GM10789
100038712,2612,GM10516
100038718,2582,GM10494
30785,11695,CTTNBP2
30791,3667,SLC39A1
30794,2251,PDLIM4
30795,945,FKBP3
100038734,3389,GM10845
30800,3276,MMP20
30805,2260,SLC22A4
30806,3632,ADAMTS8
100038743,1347,GM13629
100038752,4548,GM10825
30838,1946,FBXW4
30839,3622,FBXW5
30840,4073,FBXL6
30841,10031,KDM2B
30843,4328,FBXL12
30853,5142,MLF2
100169874,1026,GM11110
100169878,711,GM10941
30877,2050,GNL3
30878,3148,APLN
100169889,865,PEG3OS
100038847,2142,GM10406
100038854,387,CSTDC6
30923,867,FOXE3
30924,3793,ANGPTL3
100038860,948,OR10H1
100038862,2113,BTNL1
30926,4202,GLRX3
30928,12536,ZBTB18
100038859,948,OR10H1B
30925,6995,SLAMF6
30927,2055,SNAI3
30932,3362,ZFP330
30931,1452,TOR1A
30930,3252,VPS26A
30933,1679,TOR2A
30934,3440,TOR1B
30935,4510,TOR3A
30936,2060,SLC46A2
30937,1728,LMCD1
30938,4487,FGD3
30939,2157,PTTG1
30940,7190,USP25
30941,4927,USP21
30942,4180,HNF4G
30943,1469,PRSS30
30944,5367,ZFP354C
30945,5189,RNF19A
30946,4456,ABT1
30947,4486,ADAT1
30948,2455,BIN1
100038882,756,ISG15
30949,1546,LCMT1
30951,1393,CBX8
30952,4708,CNGB3
30953,2723,SCHIP1
30954,782,SIVA1
30955,8800,PIK3CG
30956,3701,AASS
30957,12820,MAPK8IP3
30959,1675,DDX25
30960,1643,VAPA
30962,2876,SLC7A9
30963,2173,HACD1
100038909,2158,PIRA12
100038912,715,CEACAM-PS1
100038914,2966,GM16387
100038927,390,DEFA30
100038941,4101,VMN2R121
100038947,2735,SIRPB1C
100038948,1277,MUP9
100038977,2262,GM1993
100038982,4341,GM1995
100039008,1431,MUP10
100039028,913,MUP11
100039030,891,GM2012
100039042,1766,EIF1AD3
100039043,1806,GM10731
100039045,3342,GM10471
100039052,1822,EIF1AD4
100039054,1104,MUP12
100039060,18955,GM2026
100039065,1129,GM2030
100039089,1406,MUP13
100039109,6443,GM2049
100039116,2103,MUP14
100039120,892,GM14525
100039133,2950,GM2058
100039139,798,CCDC152
100039150,2200,MUP15
100039206,1683,MUP17
100039315,1893,PRAMEL51
100039319,348,H2AB1
100170401,1492,EU599041
100039348,1734,GM2176
100039436,3482,MAGEB16-PS1
100039499,1806,VMN1R187
100039550,12522,GM10486
100039551,2064,TGIF2LX2
100039574,1998,GM20806
100039614,8157,GM20809
100039624,383,GM12166
100039641,2361,E330012B07RIK
100039672,743,MSMP
100039684,717,5031434O11RIK
100039707,4056,MTHFSL
100039727,921,1700049E15RIK
100039753,1796,GM20815
100039781,913,HRCT1
100039795,8260,ILDR2
100039796,5633,TGTP2
100039801,663,CLDN24
100039805,1062,D5ERTD605E
100039810,3661,GM20816
100039863,712,GM13306
100039864,1178,SNHG12
100039890,14460,GM15093
100039913,761,RHOX2B
100039934,3021,GM15085
100039948,779,RHOX2C
100039957,2478,GM2518
100039968,1785,TMEM35B
100040016,1562,RHOX2E
100040022,1374,GM20822
100040031,6109,GM20823
100040048,2388,CCL27B
100040049,935,SMIM38
100040160,758,GM20826
100040201,570,GM10229
100040208,870,GM2663
100040223,1339,GM20831
100040233,830,GM10334
100040248,1018,GM11563
100040259,528,GM16379
100040268,1766,OR13C7C
100040276,1200,GM11595
100040294,682,GM2694
100040322,2803,3830408C21RIK
100302498,128,SNORA21
100302499,120,SNORA3
100302529,60,SNORD72
100302565,48,SNORD68
100302567,94,AF357399
100302601,77,SNORD83B
100040462,2469,MNDAL
100040531,2786,DYNLT1F
100040533,1950,BTBD35F5
100302688,857,GM17455
100302730,12339,5830417I10RIK
100040591,1349,KCNJ13
100040599,2514,POTEFAM3A
100040606,1951,BTBD35F12
100040608,1689,FANCF
100040617,718,WINCR1
100040635,7396,GM15023
100040671,3627,GM2897
100040724,5683,MIRG
100040736,5036,FOXD2OS
100040766,7526,MROH2A
100040786,1149,GM20852
100040843,1914,CYP4A32
100040851,1193,GM9767
100040852,5215,GM3002
100040854,4506,GM13040
100040861,2104,GM13057
100040867,1400,GM16405
100040880,956,GM3020
100040911,993,GM20854
100040937,1081,CLDN34B1
100040972,971,TCEAL7
100040999,628,GM3086
100041077,3301,GM13102
100041085,1780,MFSD4B3-PS
100041096,474,IQCF6
100041187,939,OR52E19
100041223,2574,GM20865
100041230,405,H4C17
100041231,604,GM3219
100041244,2092,GM3230
100041253,21468,GM16513
100041256,2436,GM20867
100041261,693,GM3238
100041290,805,D4ERTD617E
100041294,710,SUPT4B
100041311,1306,GM11978
100041351,1731,GM3285
100041352,3092,TCP10C
100041354,6694,GM3286
100041375,4124,CYP3A41B
100041379,3990,ZFP980
100041412,663,GM11938
100041449,1997,CYP3A59
100041488,396,GM11937
100303644,3630,C130080G10RIK
100303645,2232,D7ERTD143E
100303646,54,GM26922
100303647,30,AF357359
100041546,801,LY6C2
100041550,2424,GM20877
100041574,3890,9030025P20RIK
100041576,7912,GM3414
100041581,2794,ZKSCAN16
100041586,2368,DYNLT2A3
100303732,1811,ZFP967
100303736,119,SNORA35
100303738,3954,D030025P21RIK
100303740,116,SNORA75
100303746,61,SNORA20
100303747,124,GM12238
100041605,521,GM3428
100303751,112,SNORA31
100041618,416,GM3434
100041621,2955,GM3435
100041655,1526,GM10863
100041658,1079,MUP7
100041677,4976,ZFP984
100041687,1953,MUP8
100041688,403,DEFA35
100041694,2385,GM10451
100041724,731,GM15217
100041759,282,DEFA41
100041787,282,DEFA40
100041811,282,DEFA27
100041890,427,DEFA32
100041895,404,DEFA37
100041952,376,DEFA34
100041979,2919,GM3604
100042049,810,GM15421
100042056,7699,9130019P16RIK
100042065,359,GM3646
100042149,2859,GM3696
100042150,2908,NRG2
100042165,5181,THOC2L
100042173,824,RPS15A-PS6
100042254,2982,BTBD35F4
100042314,949,GSTA5
100042332,1707,RENO1
100042342,836,GM10375
