,term,p,padj,q
652,LGNCCPT1,1.0,1.0,1.0
653,LGTHL,1.0,1.0,1.0
654,LNELDCCPT1,1.0,1.0,1.0
655,LNLCCPT1,1.0,1.0,1.0
656,LNLNCACPT1,1.0,1.0,1.0
657,LNLNCGCPT1,1.0,1.0,1.0
658,LNLNCGCPT2,1.0,1.0,1.0
659,LNS14DM,1.0,1.0,1.0
660,LNSTLSr,1.0,1.0,1.0
661,LPCOXp,1.0,1.0,1.0
662,LPS,0.0831088208805639,1.0,1.0
663,LPS2e,1.0,1.0,1.0
664,LPS3,1.0,1.0,1.0
665,LPS3e,1.0,1.0,1.0
666,LSTO1r,1.0,1.0,1.0
667,LSTO2r,1.0,1.0,1.0
668,LTA4H,1.0,1.0,1.0
669,LTC4Sr,1.0,1.0,1.0
670,LTDCL,1.0,1.0,1.0
671,LYSMTF1n,1.0,1.0,1.0
672,LYSMTF2n,1.0,1.0,1.0
673,LYSMTF3n,1.0,1.0,1.0
674,MACACI,1.0,1.0,1.0
675,MALT,1.0,1.0,1.0
676,MALTe,1.0,1.0,1.0
677,MALTly,1.0,1.0,1.0
678,MAN6PI,1.0,1.0,1.0
679,MAOX,1.0,1.0,1.0
680,MCCCrm,1.0,1.0,1.0
681,MCDm,1.0,1.0,1.0
682,MCOATA,1.0,1.0,1.0
683,MCOATAm,1.0,1.0,1.0
684,MCPST,1.0,1.0,1.0
685,MECOALm,1.0,1.0,1.0
686,MECOAS1m,1.0,1.0,1.0
687,MELATNOX,0.0831088208805639,1.0,1.0
688,METS,1.0,1.0,1.0
689,MEVK1x,1.0,1.0,1.0
690,MGCHrm,1.0,1.0,1.0
691,MHISOR,1.0,1.0,1.0
692,MI1345PP,0.18329552117303347,1.0,1.0
693,MI1346PKn,1.0,1.0,1.0
694,MI134PP,1.0,1.0,1.0
695,MI1456PKn,1.0,1.0,1.0
696,MI145P6Kn,1.0,1.0,1.0
697,MI145PK,1.0,1.0,1.0
698,MI145PKn,1.0,1.0,1.0
699,MI145PP,0.18329552117303347,1.0,1.0
700,MI14PP,1.0,1.0,1.0
701,MI1PP,1.0,1.0,1.0
702,MI1PS,1.0,1.0,1.0
703,MI34PP,1.0,1.0,1.0
704,MI3PP,1.0,1.0,1.0
705,MI4PP,1.0,1.0,1.0
706,MLTG1,1.0,1.0,1.0
707,MLTG1ly,1.0,1.0,1.0
708,MMCD,1.0,1.0,1.0
709,MMCDm,1.0,1.0,1.0
710,MMCDp,1.0,1.0,1.0
711,MMEm,1.0,1.0,1.0
712,MMSAD1m,1.0,1.0,1.0
713,MMSAD3m,1.0,1.0,1.0
714,MTAP,1.0,1.0,1.0
715,MTHFC,1.0,1.0,1.0
716,MTHFCm,0.05620159732816847,1.0,1.0
717,MTHFD,1.0,1.0,1.0
718,MTHFD2,1.0,1.0,1.0
719,MTHFD2m,1.0,1.0,1.0
720,MTHFDm,0.0831088208805639,1.0,1.0
721,NABTNO,1.0,1.0,1.0
722,NABTNOm,1.0,1.0,1.0
723,NACASPAH,1.0,1.0,1.0
724,NACHEX10ly,1.0,1.0,1.0
725,NACHEX11ly,1.0,1.0,1.0
726,NACHEX12ly,1.0,1.0,1.0
727,NACHEX13ly,1.0,1.0,1.0
728,NACHEX14ly,1.0,1.0,1.0
729,NACHEX15ly,1.0,1.0,1.0
730,NACHEX16ly,1.0,1.0,1.0
731,NACHEX17ly,1.0,1.0,1.0
732,NACHEX18ly,1.0,1.0,1.0
733,NACHEX19ly,1.0,1.0,1.0
734,NACHEX1ly,1.0,1.0,1.0
735,NACHEX20ly,1.0,1.0,1.0
736,NACHEX21ly,1.0,1.0,1.0
737,NACHEX22ly,1.0,1.0,1.0
738,NACHEX23ly,1.0,1.0,1.0
739,NACHEX24ly,1.0,1.0,1.0
740,NACHEX25ly,1.0,1.0,1.0
741,NACHEX26ly,1.0,1.0,1.0
742,NACHEX27ly,1.0,1.0,1.0
743,NACHEX2ly,1.0,1.0,1.0
744,NACHEX3ly,1.0,1.0,1.0
745,NACHEX4ly,1.0,1.0,1.0
746,NACHEX5ly,1.0,1.0,1.0
747,NACHEX6ly,1.0,1.0,1.0
748,NACHEX7ly,1.0,1.0,1.0
749,NACHEX8ly,1.0,1.0,1.0
750,NACHEX9ly,1.0,1.0,1.0
751,NADH2_u10m,1.0,1.0,1.0
752,NADNe,1.0,1.0,1.0
753,NADPNe,1.0,1.0,1.0
754,NAGA2ly,1.0,1.0,1.0
755,NAGAly,1.0,1.0,1.0
756,NaKt,1.0,1.0,1.0
757,NBAHH_ir,1.0,1.0,1.0
758,NDP10ex,1.0,1.0,1.0
759,NDP3ex,1.0,1.0,1.0
760,NDP6,1.0,1.0,1.0
761,NDP7er,0.05620159732816847,1.0,1.0
762,NDP7ex,1.0,1.0,1.0
763,NDP8,1.0,1.0,1.0
764,NDP8ex,1.0,1.0,1.0
765,NDPK10m,1.0,1.0,1.0
766,NDPK1m,1.0,1.0,1.0
767,NDPK2m,1.0,1.0,1.0
768,NDPK3m,1.0,1.0,1.0
769,NDPK4m,1.0,1.0,1.0
770,NDPK5m,1.0,1.0,1.0
771,NDPK6m,1.0,1.0,1.0
772,NDPK7m,1.0,1.0,1.0
773,NDPK8m,1.0,1.0,1.0
774,NDPK9m,1.0,1.0,1.0
775,NMNATm,1.0,1.0,1.0
776,NMNATn,1.0,1.0,1.0
777,NMPTRCOX,1.0,1.0,1.0
778,NNATm,1.0,1.0,1.0
779,NNATn,1.0,1.0,1.0
780,NNATr,1.0,1.0,1.0
781,NNMT,1.0,1.0,1.0
782,NOS1,1.0,1.0,1.0
783,NOS2,1.0,1.0,1.0
784,NP1,1.0,1.0,1.0
785,NRPPHRSULT,1.0,1.0,1.0
786,NRVNCCPT1,1.0,1.0,1.0
787,NT5C,1.0,1.0,1.0
788,NTD1,1.0,1.0,1.0
789,NTD10,1.0,1.0,1.0
790,NTD1m,1.0,1.0,1.0
791,NTD2,1.0,1.0,1.0
792,NTD2e,1.0,1.0,1.0
793,NTD2l,1.0,1.0,1.0
794,NTD2m,1.0,1.0,1.0
795,NTD3l,1.0,1.0,1.0
796,NTD4,1.0,1.0,1.0
797,NTD4e,1.0,1.0,1.0
798,NTD4l,1.0,1.0,1.0
799,NTD5,1.0,1.0,1.0
800,NTD5l,1.0,1.0,1.0
801,NTD5m,1.0,1.0,1.0
802,NTD6,1.0,1.0,1.0
803,NTD6l,1.0,1.0,1.0
804,NTD7e,1.0,1.0,1.0
805,NTD7l,1.0,1.0,1.0
806,NTD8,1.0,1.0,1.0
807,NTD8l,1.0,1.0,1.0
808,NTD9e,1.0,1.0,1.0
809,NTD9l,1.0,1.0,1.0
810,NTP3e,1.0,1.0,1.0
811,NTPP10,1.0,1.0,1.0
812,NTPP11,1.0,1.0,1.0
813,NTPP9,1.0,1.0,1.0
814,OIVD1m,1.0,1.0,1.0
815,OIVD2m,1.0,1.0,1.0
816,OIVD3m,1.0,1.0,1.0
817,OMPDC,1.0,1.0,1.0
818,OPAHir,1.0,1.0,1.0
819,ORNDC,1.0,1.0,1.0
820,ORNTArm,1.0,1.0,1.0
821,ORPT,1.0,1.0,1.0
822,P45011A1m,1.0,1.0,1.0
823,P45017A1r,1.0,1.0,1.0
824,P45017A2r,1.0,1.0,1.0
825,P45017A3r,1.0,1.0,1.0
826,P45017A4r,1.0,1.0,1.0
827,P4501B1r,1.0,1.0,1.0
828,P45021A1r,1.0,1.0,1.0
829,P45021A2r,1.0,1.0,1.0
830,P45027A11m,1.0,1.0,1.0
831,P45027A12m,1.0,1.0,1.0
832,P45027A13m,1.0,1.0,1.0
833,P45027A14m,1.0,1.0,1.0
834,P45027A15m,1.0,1.0,1.0
835,P45027A16m,1.0,1.0,1.0
836,P4502A6,0.028506334740571043,1.0,1.0
837,P4502C18,1.0,1.0,1.0
838,P4504B1r,1.0,1.0,1.0
839,P4507A1r,1.0,1.0,1.0
840,P5CDm,1.0,1.0,1.0
841,P5CRm,1.0,1.0,1.0
842,P5CRxm,1.0,1.0,1.0
843,PAFH,1.0,1.0,1.0
844,PAFHe,1.0,1.0,1.0
845,PCFLOPm,1.0,1.0,1.0
846,PCHOLP_hs,1.0,1.0,1.0
847,PCHOLPg_hs,1.0,1.0,1.0
848,PCHOLPm_hs,1.0,1.0,1.0
849,PCHOLPr_hs,1.0,1.0,1.0
850,PCLAD,1.0,1.0,1.0
851,PCLYSOX,1.0,1.0,1.0
852,PCm,1.0,1.0,1.0
853,PDE1,1.0,1.0,1.0
854,PDE1g,1.0,1.0,1.0
855,PDE4,1.0,1.0,1.0
856,PDE4g,1.0,1.0,1.0
857,PDE4n,1.0,1.0,1.0
858,PDX5PO,1.0,1.0,1.0
859,PEFLIP,1.0,1.0,1.0
860,PEFLIPm,1.0,1.0,1.0
861,PETHCT,1.0,1.0,1.0
862,PETOHMm_hs,1.0,1.0,1.0
863,PETOHMr_hs,1.0,1.0,1.0
864,PGCD,1.0,1.0,1.0
865,PGDI,0.05620159732816847,1.0,1.0
866,PGDIr,0.05620159732816847,1.0,1.0
867,PGESr,1.0,1.0,1.0
868,PGISr,1.0,1.0,1.0
869,PGLer,1.0,1.0,1.0
870,PGLYCP,1.0,1.0,1.0
871,PGPPT,1.0,1.0,1.0
872,PHCDm,1.0,1.0,1.0
873,PHETA1,1.0,1.0,1.0
874,PHETA1m,1.0,1.0,1.0
875,PHETHPTOX2,1.0,1.0,1.0
876,PHYCBOXL,1.0,1.0,1.0
877,PHYHx,1.0,1.0,1.0
878,PI345P3P,1.0,1.0,1.0
879,PI345P3Pn,1.0,1.0,1.0
880,PI3P4K,1.0,1.0,1.0
881,PI3P5K,1.0,1.0,1.0
882,PI45P3K,0.02556672202615059,1.0,1.0
883,PI45P5P,1.0,1.0,1.0
884,PI45PLC,1.0,1.0,1.0
885,PI45PLCn,1.0,1.0,1.0
886,PI4P3K,0.04430951610145325,1.0,1.0
887,PI4P3Ker,1.0,1.0,1.0
888,PI4P5K,1.0,1.0,1.0
889,PI5P4K,1.0,1.0,1.0
890,PIACGT,1.0,1.0,1.0
891,PIK3,0.051398313718236985,1.0,1.0
892,PIK3er,1.0,1.0,1.0
893,PIK4,1.0,1.0,1.0
894,PIPLC,1.0,1.0,1.0
895,PIPLCn,1.0,1.0,1.0
896,PLA2_2,1.0,1.0,1.0
897,PMEVKx,1.0,1.0,1.0
898,PMI12346PH,1.0,1.0,1.0
899,PMI12346PHn,1.0,1.0,1.0
900,PNP,1.0,1.0,1.0
901,PNTKm,1.0,1.0,1.0
902,PPA,0.05620159732816847,1.0,1.0
903,PPAer,1.0,1.0,1.0
904,PPAm,1.0,1.0,1.0
905,PPAP,1.0,1.0,1.0
906,PPBNGS,1.0,1.0,1.0
907,PPCDC,1.0,1.0,1.0
908,PPCOACm,1.0,1.0,1.0
909,PPCOAOm,1.0,1.0,1.0
910,PPDOx,1.0,1.0,1.0
911,PPDOy,1.0,1.0,1.0
912,PPOR,1.0,1.0,1.0
913,PPPGOm,1.0,1.0,1.0
914,PRGNLONESULT,1.0,1.0,1.0
915,PROAKGOX1r,1.0,1.0,1.0
916,PROD2,1.0,1.0,1.0
917,PROD2m,1.0,1.0,1.0
918,PRPNCOAHYDm,1.0,1.0,1.0
919,PRPNCOAHYDx,1.0,1.0,1.0
920,PSERT,1.0,1.0,1.0
921,PSP_L,1.0,1.0,1.0
922,PSSA1_hs,1.0,1.0,1.0
923,PSSA2_hs,1.0,1.0,1.0
924,PTDCACRNCPT1,1.0,1.0,1.0
925,PTHPS,1.0,1.0,1.0
926,PTHPSn,1.0,1.0,1.0
927,PTRCOX1,1.0,1.0,1.0
928,PUNP1,1.0,1.0,1.0
929,PUNP2,1.0,1.0,1.0
930,PUNP3,1.0,1.0,1.0
931,PUNP4,1.0,1.0,1.0
932,PUNP5,1.0,1.0,1.0
933,PUNP6,1.0,1.0,1.0
934,PUNP7,1.0,1.0,1.0
935,PYAM5POr,1.0,1.0,1.0
936,PYDXDH,1.0,1.0,1.0
937,PYLALDOX,1.0,1.0,1.0
938,PYLALDOXm,1.0,1.0,1.0
939,PYNP2r,1.0,1.0,1.0
940,RBK_D,1.0,1.0,1.0
941,RDH2,1.0,1.0,1.0
942,RDH3,1.0,1.0,1.0
943,RDH4,1.0,1.0,1.0
944,RNDR1,1.0,1.0,1.0
945,RNDR2,1.0,1.0,1.0
946,RNDR3,1.0,1.0,1.0
947,RNDR4,1.0,1.0,1.0
948,RNMK,1.0,1.0,1.0
949,RTOTAL2CRNCPT1,1.0,1.0,1.0
950,RTOTAL3CRNCPT1,1.0,1.0,1.0
951,RTOTALCRNCPT1,1.0,1.0,1.0
952,S23T2g,1.0,1.0,1.0
953,S23T3g,1.0,1.0,1.0
954,S23T4g,1.0,1.0,1.0
955,S23Tg,1.0,1.0,1.0
956,S3T3g,1.0,1.0,1.0
957,S4T1g,1.0,1.0,1.0
958,S4T2g,1.0,1.0,1.0
959,S4T3g,1.0,1.0,1.0
960,S4T6g,1.0,1.0,1.0
961,S4TASE1ly,1.0,1.0,1.0
962,S4TASE2ly,1.0,1.0,1.0
963,S4TASE3ly,1.0,1.0,1.0
964,S4TASE4ly,1.0,1.0,1.0
965,S4TASE5ly,1.0,1.0,1.0
966,S6TASE10ly,1.0,1.0,1.0
967,S6TASE11ly,1.0,1.0,1.0
968,S6TASE12ly,1.0,1.0,1.0
969,S6TASE13ly,1.0,1.0,1.0
970,S6TASE14ly,1.0,1.0,1.0
971,S6TASE15ly,1.0,1.0,1.0
972,S6TASE16ly,1.0,1.0,1.0
973,S6TASE17ly,1.0,1.0,1.0
974,S6TASE18ly,1.0,1.0,1.0
975,S6TASE19ly,1.0,1.0,1.0
976,S6TASE1ly,1.0,1.0,1.0
977,S6TASE20ly,1.0,1.0,1.0
978,S6TASE21ly,1.0,1.0,1.0
979,S6TASE22ly,1.0,1.0,1.0
980,S6TASE23ly,1.0,1.0,1.0
981,S6TASE24ly,1.0,1.0,1.0
982,S6TASE25ly,1.0,1.0,1.0
983,S6TASE26ly,1.0,1.0,1.0
984,S6TASE2ly,1.0,1.0,1.0
985,S6TASE3ly,1.0,1.0,1.0
986,S6TASE4ly,1.0,1.0,1.0
987,S6TASE5ly,1.0,1.0,1.0
988,S6TASE6ly,1.0,1.0,1.0
989,S6TASE7ly,1.0,1.0,1.0
990,S6TASE8ly,1.0,1.0,1.0
991,S6TASE9ly,1.0,1.0,1.0
992,SACCD3m,1.0,1.0,1.0
993,SACCD4m,1.0,1.0,1.0
994,SADT,1.0,1.0,1.0
995,SALMCOM,0.05620159732816847,1.0,1.0
996,SALMCOM2,0.028506334740571043,1.0,1.0
997,SAMHISTA,1.0,1.0,1.0
998,SARCOXp,1.0,1.0,1.0
999,SARDHm,1.0,1.0,1.0
1000,SBTR,1.0,1.0,1.0
1001,SEAHCYSHYD,1.0,1.0,1.0
1002,SELADT,1.0,1.0,1.0
1003,SELCYSLY,1.0,1.0,1.0
1004,SELCYSTGL,1.0,1.0,1.0
1005,SELCYSTS,1.0,1.0,1.0
1006,SELMETAT,1.0,1.0,1.0
1007,SELNPS,1.0,1.0,1.0
1008,SERPT,1.0,1.0,1.0
1009,SFGTH,1.0,1.0,1.0
1010,SGPL11r,1.0,1.0,1.0
1011,SGPL12r,1.0,1.0,1.0
1012,SIAASE2ly,1.0,1.0,1.0
1013,SIAASE3ly,1.0,1.0,1.0
1014,SIAASE4ly,1.0,1.0,1.0
1015,SIAASEly,1.0,1.0,1.0
1016,SIAT4Bg,1.0,1.0,1.0
1017,SIAT9g,1.0,1.0,1.0
1018,SLDxm,1.0,1.0,1.0
1019,SPMS,1.0,1.0,1.0
1020,SPODM,1.0,1.0,1.0
1021,SPODMe,1.0,1.0,1.0
1022,SPODMm,1.0,1.0,1.0
1023,SPODMn,1.0,1.0,1.0
1024,SPODMx,1.0,1.0,1.0
1025,SPR,1.0,1.0,1.0
1026,SPRn,1.0,1.0,1.0
1027,SPTix,1.0,1.0,1.0
1028,SQLEr,1.0,1.0,1.0
1029,SQLSr,1.0,1.0,1.0
1030,SR5AR2r,1.0,1.0,1.0
1031,SR5ARr,1.0,1.0,1.0
1032,SRTNMTX,1.0,1.0,1.0
1033,ST3GAL23g,1.0,1.0,1.0
1034,ST3GAL31g,1.0,1.0,1.0
1035,ST6GALNAC21,1.0,1.0,1.0
1036,ST6GALNAC22,1.0,1.0,1.0
1037,ST6GALNAC23,1.0,1.0,1.0
1038,ST6GALNAC24,1.0,1.0,1.0
1039,ST6GALNAC25,1.0,1.0,1.0
1040,ST6GALNAC26,1.0,1.0,1.0
1041,ST6GALNAC27,1.0,1.0,1.0
1042,ST6GALNAC28,1.0,1.0,1.0
1043,ST8SIA11,1.0,1.0,1.0
1044,ST8SIA12,1.0,1.0,1.0
1045,ST8SIA51g,1.0,1.0,1.0
1046,ST8SIA52g,1.0,1.0,1.0
1047,ST8SIA53g,1.0,1.0,1.0
1048,ST8SIA54g,1.0,1.0,1.0
1049,ST8SIA55g,1.0,1.0,1.0
1050,ST8SIA56g,1.0,1.0,1.0
1051,STRDNCCPT1,1.0,1.0,1.0
1052,T2M26DCOAHLm,1.0,1.0,1.0
1053,T2M26DCOAHLx,1.0,1.0,1.0
1054,TDPGDH,1.0,1.0,1.0
1055,TETPENT3CPT1,1.0,1.0,1.0
1056,TETPENT6CPT1,1.0,1.0,1.0
1057,TETTET6CPT1,1.0,1.0,1.0
1058,THBPT4ACAMDASE,1.0,1.0,1.0
1059,THD1m,1.0,1.0,1.0
1060,THMTP,1.0,1.0,1.0
1061,THRD_L,1.0,1.0,1.0
1062,THRS,1.0,1.0,1.0
1063,TMABADH,1.0,1.0,1.0
1064,TMDK1m,1.0,1.0,1.0
1065,TMDPP,1.0,1.0,1.0
1066,TMDS,1.0,1.0,1.0
1067,TMNDNCCPT1,1.0,1.0,1.0
1068,TRDR,1.0,1.0,1.0
1069,TRDR2,1.0,1.0,1.0
1070,TRDR3,1.0,1.0,1.0
1071,TRDRm,1.0,1.0,1.0
1072,TREH,1.0,1.0,1.0
1073,TREHe,1.0,1.0,1.0
1074,TRIODTHYSULT,1.0,1.0,1.0
1075,TRPO2,1.0,1.0,1.0
1076,TSTSTERONESULT,1.0,1.0,1.0
1077,TTDCPT1,1.0,1.0,1.0
1078,TYMSULT,1.0,1.0,1.0
1079,TYRCBOX,1.0,1.0,1.0
1080,TYRTA,1.0,1.0,1.0
1081,TYRTAm,1.0,1.0,1.0
1082,UAG2EMAi,1.0,1.0,1.0
1083,UAG4E,1.0,1.0,1.0
1084,UAGDP,1.0,1.0,1.0
1085,UDPGD,0.028506334740571043,1.0,1.0
1086,UDPGLDCg,1.0,1.0,1.0
1087,UGALGTg,1.0,1.0,1.0
1088,UGCG,1.0,1.0,1.0
1089,UGT1A9r,1.0,1.0,1.0
1090,UMPK2,1.0,1.0,1.0
1091,UMPK2n,1.0,1.0,1.0
1092,UMPK3,1.0,1.0,1.0
1093,UMPK3n,1.0,1.0,1.0
1094,UMPK4,1.0,1.0,1.0
1095,UMPK4n,1.0,1.0,1.0
1096,UMPK5,1.0,1.0,1.0
1097,UMPK5n,1.0,1.0,1.0
1098,UMPK6,1.0,1.0,1.0
1099,UMPK6n,1.0,1.0,1.0
1100,UMPK7,1.0,1.0,1.0
1101,UMPK7n,1.0,1.0,1.0
1102,UMPKn,1.0,1.0,1.0
1103,UPPDC1,1.0,1.0,1.0
1104,UPPN,1.0,1.0,1.0
1105,URIK1,1.0,1.0,1.0
1106,VACCCPT1,1.0,1.0,1.0
1107,VALTA,1.0,1.0,1.0
1108,VALTAm,1.0,1.0,1.0
1109,VLCS2p,1.0,1.0,1.0
1110,VLCS2r,1.0,1.0,1.0
1111,VLCSp,1.0,1.0,1.0
1112,VLCSr,1.0,1.0,1.0
1113,XANDp,1.0,1.0,1.0
1114,XAO2x,1.0,1.0,1.0
1115,XAOx,1.0,1.0,1.0
1116,XYLK,1.0,1.0,1.0
1117,XYLTer,1.0,1.0,1.0
1118,XYLUR,1.0,1.0,1.0
1119,GNDc,0.028506334740571043,1.0,1.0
1120,MTHFR3,1.0,1.0,1.0
1121,P5CR,1.0,1.0,1.0
1122,PGLc,1.0,1.0,1.0
1123,PRO1x,1.0,1.0,1.0
1124,RPEc,1.0,1.0,1.0
