,term,variable,value,p,padj,q
884,KEGG_MM_IL-17_SIGNALING_PATHWAY,5BO_diffexpr-nonnaive-cluster16,0.10033837449841863,0.10033837449841863,0.30770434846181716,0.060811136059647664
900,KEGG_MM_TGF-BETA_SIGNALING_PATHWAY,5BO_diffexpr-nonnaive-cluster16,0.0810745887945507,0.0810745887945507,0.30569107250404365,0.060413255435581764
905,KEGG_MM_NF-KAPPA_B_SIGNALING_PATHWAY,5BO_diffexpr-nonnaive-cluster16,0.14177336226662068,0.14177336226662068,0.35832827825629404,0.07074715604697969
915,KEGG_MM_FOXO_SIGNALING_PATHWAY,5BP_diffexpr-nonnaive-cluster17,0.05429423626383822,0.05429423626383822,0.2356164969940149,0.04656452509763141
918,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,5BP_diffexpr-nonnaive-cluster17,0.4801812168690365,0.4801812168690365,0.5577862620195878,0.1102344391343059
924,KEGG_MM_HIPPO_SIGNALING_PATHWAY,5BP_diffexpr-nonnaive-cluster17,0.24216756445886112,0.24216756445886112,0.3841278608657797,0.07442741614197695
926,KEGG_MM_RAP1_SIGNALING_PATHWAY,5BP_diffexpr-nonnaive-cluster17,0.30321139088582105,0.30321139088582105,0.4201121680948123,0.08253600886690984
948,KEGG_MM_METABOLIC_PATHWAYS,5BP_diffexpr-nonnaive-cluster17,0.9801618999462398,0.9801618999462398,0.9887598113492769,0.19540707734175436
962,KEGG_MM_MTOR_SIGNALING_PATHWAY,5BP_diffexpr-nonnaive-cluster17,0.34509067360932416,0.34509067360932416,0.4434125973751093,0.0875170613851441
970,KEGG_MM_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,5BP_diffexpr-nonnaive-cluster17,0.10005774448938796,0.10005774448938796,0.3109902869264761,0.060811136059647664
976,KEGG_MM_FOXO_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.2505244222314134,0.2505244222314134,0.37908300732384925,0.07491759038020737
977,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,5BQ_diffexpr-nonnaive-cluster18,0.07583251218988721,0.07583251218988721,0.29561826785888234,0.05822674717485991
978,KEGG_MM_NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.14079128034663477,0.14079128034663477,0.3597999386636222,0.07074715604697969
979,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.006273414723753114,0.006273414723753114,0.1442885386463216,0.028515521471605066
980,KEGG_MM_PATHWAYS_OF_NEURODEGENERATION_MULTIPLE_DISEASES,5BQ_diffexpr-nonnaive-cluster18,0.052686576522495754,0.052686576522495754,0.24235825200348046,0.04646036158641139
981,KEGG_MM_RAS_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.30042377637187545,0.30042377637187545,0.4187725367607961,0.08253600886690984
982,KEGG_MM_TNF_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.001239657794052187,0.001239657794052187,0.057024258526400605,0.011269616309565338
983,KEGG_MM_TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.0037286744710777206,0.0037286744710777206,0.09528834759420841,0.018831689247867277
986,KEGG_MM_JAK-STAT_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.046725453743593846,0.046725453743593846,0.23362726871796924,0.04617139697983583
987,KEGG_MM_RAP1_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.6044107151086363,0.6044107151086363,0.6588363245260016,0.13020480721857744
992,KEGG_MM_BIOSYNTHESIS_OF_COFACTORS,5BQ_diffexpr-nonnaive-cluster18,0.6701924299983122,0.6701924299983122,0.7169500413935432,0.14168973150070024
994,KEGG_MM_C-TYPE_LECTIN_RECEPTOR_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.03759865056523684,0.03759865056523684,0.24021360083345758,0.04617139697983583
999,KEGG_MM_FOLATE_BIOSYNTHESIS,5BQ_diffexpr-nonnaive-cluster18,0.1650129446531855,0.1650129446531855,0.37208801245326145,0.07293800904462859
1005,KEGG_MM_HIF-1_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.5256509375376397,0.5256509375376397,0.5955651016436312,0.11770061297304966
1006,KEGG_MM_IL-17_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.0015584702070606232,0.0015584702070606232,0.05974135793732389,0.011806592477731996
1009,KEGG_MM_METABOLIC_PATHWAYS,5BQ_diffexpr-nonnaive-cluster18,0.9971376166430316,0.9971376166430316,0.9971376166430316,0.19706277008755568
1016,KEGG_MM_RNA_DEGRADATION,5BQ_diffexpr-nonnaive-cluster18,0.17266055280242676,0.17266055280242676,0.3782088299481729,0.07434765780643147
1020,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,5BQ_diffexpr-nonnaive-cluster18,0.11657716820644302,0.11657716820644302,0.3310215887343444,0.06478409029128358
1021,KEGG_MM_MUCIN_TYPE_O-GLYCAN_BIOSYNTHESIS,5BQ_diffexpr-nonnaive-cluster18,0.15554108984364143,0.15554108984364143,0.3650454149391585,0.0715516420697029
1022,KEGG_MM_TGF-BETA_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.007460515687737137,0.007460515687737137,0.1559926007435947,0.029325243901046318
1023,KEGG_MM_MTOR_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.2921231174089163,0.2921231174089163,0.4096848597807972,0.08096538730845795
1024,KEGG_MM_APELIN_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.188761832337234,0.188761832337234,0.3911281210591335,0.07442741614197695
1025,KEGG_MM_SPHINGOLIPID_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.6044107151086363,0.6044107151086363,0.6588363245260016,0.13020480721857744
1027,KEGG_MM_NF-KAPPA_B_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,8.308990704784196e-05,8.308990704784196e-05,0.01911067862100365,0.0037768139567200894
1028,KEGG_MM_NITROGEN_METABOLISM,5BQ_diffexpr-nonnaive-cluster18,0.04405705982900174,0.04405705982900174,0.23565404094582323,0.04617139697983583
1029,KEGG_MM_ALDOSTERONE_SYNTHESIS_AND_SECRETION,5BQ_diffexpr-nonnaive-cluster18,0.012187486033116408,0.012187486033116408,0.20022298482976958,0.036847703074639165
1030,KEGG_MM_CAMP_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.5953231773901855,0.5953231773901855,0.6551403387547495,0.12947437524797425
1032,KEGG_MM_AGE-RAGE_SIGNALING_PATHWAY_IN_DIABETIC_COMPLICATIONS,5BQ_diffexpr-nonnaive-cluster18,0.01928642792248562,0.01928642792248562,0.21123230581769967,0.040703165933443204
1033,KEGG_MM_ADIPOCYTOKINE_SIGNALING_PATHWAY,5BQ_diffexpr-nonnaive-cluster18,0.07685930627081507,0.07685930627081507,0.2946273407047911,0.05822674717485991
1034,KEGG_MM_CORTISOL_SYNTHESIS_AND_SECRETION,5BQ_diffexpr-nonnaive-cluster18,0.029221147848514883,0.029221147848514883,0.22402880017194743,0.044274466437143764
1035,KEGG_MM_PARATHYROID_HORMONE_SYNTHESIS_SECRETION_AND_ACTION,5BQ_diffexpr-nonnaive-cluster18,0.10773309339304653,0.10773309339304653,0.31767450615898335,0.06278152295632082
1037,KEGG_MM_FOXO_SIGNALING_PATHWAY,5BR_diffexpr-nonnaive-cluster20,0.028819764582698835,0.028819764582698835,0.22857054669037008,0.044274466437143764
1041,KEGG_MM_PATHWAYS_OF_NEURODEGENERATION_MULTIPLE_DISEASES,5BR_diffexpr-nonnaive-cluster20,0.20544919837615783,0.20544919837615783,0.3970866859371117,0.07442741614197695
1046,KEGG_MM_HIPPO_SIGNALING_PATHWAY,5BR_diffexpr-nonnaive-cluster20,0.08532763678348144,0.08532763678348144,0.3115135946063608,0.060811136059647664
1048,KEGG_MM_RAP1_SIGNALING_PATHWAY,5BR_diffexpr-nonnaive-cluster20,0.47250342613501783,0.47250342613501783,0.5516537462490055,0.10902247949585092
1050,KEGG_MM_AMPK_SIGNALING_PATHWAY,5BR_diffexpr-nonnaive-cluster20,0.43840489755925655,0.43840489755925655,0.5170929560955334,0.10219228381334652
1053,KEGG_MM_BIOSYNTHESIS_OF_COFACTORS,5BR_diffexpr-nonnaive-cluster20,0.5346872530607935,0.5346872530607935,0.6028336676665809,0.11913708847165631
1060,KEGG_MM_FOLATE_BIOSYNTHESIS,5BR_diffexpr-nonnaive-cluster20,0.11695626057383592,0.11695626057383592,0.3280480479510032,0.06478409029128358
1063,KEGG_MM_GLUTATHIONE_METABOLISM,5BR_diffexpr-nonnaive-cluster20,0.026725221689988757,0.026725221689988757,0.22765929587768202,0.044274466437143764
1070,KEGG_MM_METABOLIC_PATHWAYS,5BR_diffexpr-nonnaive-cluster20,0.8018438259035772,0.8018438259035772,0.8233217855259944,0.1627118153213428
1072,KEGG_MM_NUCLEOTIDE_METABOLISM,5BR_diffexpr-nonnaive-cluster20,0.001023675092286712,0.001023675092286712,0.058861317806485944,0.011269616309565338
1074,KEGG_MM_PURINE_METABOLISM,5BR_diffexpr-nonnaive-cluster20,0.09955820776629024,0.09955820776629024,0.3136765450170788,0.060811136059647664
1075,KEGG_MM_PYRIMIDINE_METABOLISM,5BR_diffexpr-nonnaive-cluster20,0.000269841522688458,0.000269841522688458,0.03103177510917267,0.006132761879283137
1079,KEGG_MM_OXYTOCIN_SIGNALING_PATHWAY,5BR_diffexpr-nonnaive-cluster20,0.4114120599485588,0.4114120599485588,0.4928373634800444,0.0972271632479559
1080,KEGG_MM_THYROID_HORMONE_SIGNALING_PATHWAY,5BR_diffexpr-nonnaive-cluster20,0.4471281266711184,0.4471281266711184,0.524691169052843,0.10369390692743934
1097,KEGG_MM_THYROID_HORMONE_SYNTHESIS,5BR_diffexpr-nonnaive-cluster20,0.20814798567469917,0.20814798567469917,0.3989503058765067,0.07442741614197695
1101,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.11162120262013504,0.11162120262013504,0.32091095753288823,0.06342113785234946
1102,KEGG_MM_PATHWAYS_OF_NEURODEGENERATION_MULTIPLE_DISEASES,5BS_diffexpr-nonnaive-cluster21,0.3269568911958229,0.3269568911958229,0.4346825721100535,0.08578723914954678
1103,KEGG_MM_RAS_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.3173521934458667,0.3173521934458667,0.42436630518924034,0.08386685873305146
1104,KEGG_MM_TNF_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.2443025942267876,0.2443025942267876,0.3771113870614842,0.07442741614197695
1107,KEGG_MM_HIPPO_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.2172851537923993,0.2172851537923993,0.3935085462382034,0.07442741614197695
1109,KEGG_MM_RAP1_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.039872785110160736,0.039872785110160736,0.2413352782983413,0.04617139697983583
1113,KEGG_MM_BIOSYNTHESIS_OF_AMINO_ACIDS,5BS_diffexpr-nonnaive-cluster21,0.1733787380045982,0.1733787380045982,0.3761991485005432,0.07434765780643147
1117,KEGG_MM_CARBON_METABOLISM,5BS_diffexpr-nonnaive-cluster21,0.27041117089929584,0.27041117089929584,0.39116081325055374,0.07667152744395984
1126,KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS,5BS_diffexpr-nonnaive-cluster21,0.13384350108284185,0.13384350108284185,0.34981824146651846,0.0691340398155175
1127,KEGG_MM_HIF-1_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.2263938300613858,0.2263938300613858,0.40364791406293593,0.07442741614197695
1131,KEGG_MM_METABOLIC_PATHWAYS,5BS_diffexpr-nonnaive-cluster21,0.8548592553360027,0.8548592553360027,0.8738561276768028,0.17269883946181877
1138,KEGG_MM_RNA_DEGRADATION,5BS_diffexpr-nonnaive-cluster21,0.2294070562255583,0.2294070562255583,0.39671896941261964,0.07442741614197695
1140,KEGG_MM_OXYTOCIN_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.23240885344374682,0.23240885344374682,0.39304438450045415,0.07442741614197695
1141,KEGG_MM_THYROID_HORMONE_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.03471458160077221,0.03471458160077221,0.24195011418720025,0.04617139697983583
1145,KEGG_MM_MTOR_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.3119862076293628,0.3119862076293628,0.42209898679266733,0.08341877209341253
1147,KEGG_MM_SPHINGOLIPID_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.27325732381027285,0.27325732381027285,0.38795792886643676,0.07667152744395984
1148,KEGG_MM_CGMP-PKG_SIGNALING_PATHWAY,5BS_diffexpr-nonnaive-cluster21,0.24724787642364743,0.24724787642364743,0.37660272567840336,0.07442741614197695
1150,KEGG_MM_NITROGEN_METABOLISM,5BS_diffexpr-nonnaive-cluster21,0.015388222540659644,0.015388222540659644,0.19662728801953988,0.0388591478299486
