,term,variable,value,p,padj
296,Miscellaneous,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
297,Hyaluronan metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
298,Fructose and mannose metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
299,C5-branched dibasic acid metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
300,Oxidative phosphorylation,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
301,N-glycan degradation,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
302,Nucleotide salvage pathway,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
303,Vitamin B2 metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
304,Butanoate metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
305,Vitamin C metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
306,Cytochrome metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
307,Vitamin B6 metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
308,Taurine and hypotaurine metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
309,Phosphatidylinositol phosphate metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
310,"Transport, mitochondrial",5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
311,Nucleotide sugar metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
312,Alkaloid synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
313,CoA synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
314,"Stilbene, coumarine and lignin synthesis",5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
315,O-glycan synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
316,Ubiquinone synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
317,CoA catabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
318,Citric acid cycle,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
319,"Transport, lysosomal",5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
320,Vitamin B12 metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
321,N-glycan synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
322,D-alanine metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
323,Thiamine metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
324,Fatty acid oxidation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
325,Nucleotide interconversion,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
326,Keratan sulfate degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
327,Sphingolipid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
328,Tyrosine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
329,Keratan sulfate synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
330,Steroid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
331,Chondroitin synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
332,Tryptophan metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
333,Glycerophospholipid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
334,Inositol phosphate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
335,Folate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
336,"Valine, leucine, and isoleucine metabolism",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
337,Chondroitin sulfate degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
338,Cholesterol metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
339,Arginine and Proline Metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
340,Bile acid synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
341,Fatty acid synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
342,"Glycine, serine, alanine and threonine metabolism",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
343,Pyrimidine catabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
344,Blood group synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
345,Pyruvate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
346,Aminosugar metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
347,Heparan sulfate degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
348,Urea cycle,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
349,Purine catabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
350,Eicosanoid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
351,Methionine and cysteine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
352,Lysine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
353,Starch and sucrose metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
354,Pentose phosphate pathway,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
355,NAD metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
356,Vitamin A metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
357,beta-Alanine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
358,Triacylglycerol synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
359,Glyoxylate and dicarboxylate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
360,Glutamate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
361,Alanine and aspartate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
362,Histidine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
363,Selenoamino acid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
364,Tetrahydrobiopterin metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
365,Glutathione metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
366,Propanoate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
367,Biotin metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
368,Limonene and pinene degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
369,Phenylalanine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
370,ROS detoxification,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
371,Glycolysis/gluconeogenesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
372,Pyrimidine synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
373,Heme synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
374,Galactose metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
375,Purine synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
376,"Transport, extracellular",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
377,Miscellaneous,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
378,Hyaluronan metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
379,Fructose and mannose metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
380,C5-branched dibasic acid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
381,Oxidative phosphorylation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
382,N-glycan degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
383,Nucleotide salvage pathway,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
384,Vitamin B2 metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
385,Butanoate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
386,Vitamin C metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
387,Cytochrome metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
388,Vitamin B6 metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
389,Taurine and hypotaurine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
390,Phosphatidylinositol phosphate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
391,"Transport, mitochondrial",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
392,Nucleotide sugar metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
393,Alkaloid synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
394,CoA synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
395,"Stilbene, coumarine and lignin synthesis",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
396,O-glycan synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
397,Ubiquinone synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
398,CoA catabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
399,Citric acid cycle,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
400,"Transport, lysosomal",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
401,Vitamin B12 metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
402,N-glycan synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
403,D-alanine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
404,Thiamine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
405,Fatty acid oxidation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
406,Nucleotide interconversion,5BF_diffexpr-nonnaive-cluster6,0.2768303708658925,0.2768303708658925,0.30280166365501676
407,Keratan sulfate degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
408,Sphingolipid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
409,Tyrosine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
410,Keratan sulfate synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
411,Steroid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
412,Chondroitin synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
413,Tryptophan metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
414,Glycerophospholipid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
415,Inositol phosphate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
416,Folate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
417,"Valine, leucine, and isoleucine metabolism",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
418,Chondroitin sulfate degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
419,Cholesterol metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
420,Arginine and Proline Metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
421,Bile acid synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
422,Fatty acid synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
423,"Glycine, serine, alanine and threonine metabolism",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
424,Pyrimidine catabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
425,Blood group synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
426,Pyruvate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
427,Aminosugar metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
428,Heparan sulfate degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
429,Urea cycle,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
430,Purine catabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
431,Eicosanoid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
432,Methionine and cysteine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
433,Lysine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
434,Starch and sucrose metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
435,Pentose phosphate pathway,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
436,NAD metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
437,Vitamin A metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
438,beta-Alanine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
439,Triacylglycerol synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
440,Glyoxylate and dicarboxylate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
441,Glutamate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
442,Alanine and aspartate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
443,Histidine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
444,Selenoamino acid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
445,Tetrahydrobiopterin metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
446,Glutathione metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
447,Propanoate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
448,Biotin metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
449,Limonene and pinene degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
450,Phenylalanine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
451,ROS detoxification,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
452,Glycolysis/gluconeogenesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
453,Pyrimidine synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
454,Heme synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
455,Galactose metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
456,Purine synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
457,"Transport, extracellular",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
458,Miscellaneous,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
459,Hyaluronan metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
460,Fructose and mannose metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
461,C5-branched dibasic acid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
462,Oxidative phosphorylation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
463,N-glycan degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
464,Nucleotide salvage pathway,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
465,Vitamin B2 metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
466,Butanoate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
467,Vitamin C metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
468,Cytochrome metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
469,Vitamin B6 metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
470,Taurine and hypotaurine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
471,Phosphatidylinositol phosphate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
472,"Transport, mitochondrial",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
473,Nucleotide sugar metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
474,Alkaloid synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
475,CoA synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
476,"Stilbene, coumarine and lignin synthesis",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
477,O-glycan synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
478,Ubiquinone synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
479,CoA catabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
480,Citric acid cycle,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
481,"Transport, lysosomal",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
482,Vitamin B12 metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
483,N-glycan synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
484,D-alanine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
485,Thiamine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
486,Fatty acid oxidation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
487,Nucleotide interconversion,5BG_diffexpr-nonnaive-cluster8,0.15704031712985592,0.15704031712985592,0.1748806425925096
488,Keratan sulfate degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
489,Sphingolipid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
490,Tyrosine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
491,Keratan sulfate synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
492,Steroid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
493,Chondroitin synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
494,Tryptophan metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
495,Glycerophospholipid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
496,Inositol phosphate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
497,Folate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
498,"Valine, leucine, and isoleucine metabolism",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
499,Chondroitin sulfate degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
500,Cholesterol metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
501,Arginine and Proline Metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
502,Bile acid synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
503,Fatty acid synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
504,"Glycine, serine, alanine and threonine metabolism",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
505,Pyrimidine catabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
506,Blood group synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
507,Pyruvate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
508,Aminosugar metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
509,Heparan sulfate degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
510,Urea cycle,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
511,Purine catabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
512,Eicosanoid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
513,Methionine and cysteine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
514,Lysine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
515,Starch and sucrose metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
516,Pentose phosphate pathway,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
517,NAD metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
518,Vitamin A metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
519,beta-Alanine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
520,Triacylglycerol synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
521,Glyoxylate and dicarboxylate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
522,Glutamate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
523,Alanine and aspartate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
524,Histidine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
525,Selenoamino acid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
526,Tetrahydrobiopterin metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
527,Glutathione metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
528,Propanoate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
529,Biotin metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
530,Limonene and pinene degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
531,Phenylalanine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
532,ROS detoxification,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
533,Glycolysis/gluconeogenesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
534,Pyrimidine synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
535,Heme synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
536,Galactose metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
537,Purine synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
538,"Transport, extracellular",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
539,Miscellaneous,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
540,Hyaluronan metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
541,Fructose and mannose metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
542,C5-branched dibasic acid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
543,Oxidative phosphorylation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
544,N-glycan degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
545,Nucleotide salvage pathway,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
546,Vitamin B2 metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
547,Butanoate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
548,Vitamin C metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
549,Cytochrome metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
550,Vitamin B6 metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
551,Taurine and hypotaurine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
552,Phosphatidylinositol phosphate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
553,"Transport, mitochondrial",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
554,Nucleotide sugar metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
555,Alkaloid synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
556,CoA synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
557,"Stilbene, coumarine and lignin synthesis",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
558,O-glycan synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
559,Ubiquinone synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
560,CoA catabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
561,Citric acid cycle,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
562,"Transport, lysosomal",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
563,Vitamin B12 metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
564,N-glycan synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
565,D-alanine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
566,Thiamine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
567,Fatty acid oxidation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
568,Nucleotide interconversion,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
569,Keratan sulfate degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
570,Sphingolipid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
571,Tyrosine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
572,Keratan sulfate synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
573,Steroid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
574,Chondroitin synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
575,Tryptophan metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
576,Glycerophospholipid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
577,Inositol phosphate metabolism,5BH_diffexpr-nonnaive-cluster9,0.3417036388851755,0.3417036388851755,0.3565301018605323
578,Folate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
579,"Valine, leucine, and isoleucine metabolism",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
580,Chondroitin sulfate degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
581,Cholesterol metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
582,Arginine and Proline Metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
583,Bile acid synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
584,Fatty acid synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
585,"Glycine, serine, alanine and threonine metabolism",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
586,Pyrimidine catabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
587,Blood group synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
588,Pyruvate metabolism,5BH_diffexpr-nonnaive-cluster9,0.19961846045879209,0.19961846045879209,0.2516075435266839
589,Aminosugar metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
590,Heparan sulfate degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
591,Urea cycle,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
592,Purine catabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
