,term,variable,value,p,padj
295,CoA synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
296,O-glycan synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
297,Ubiquinone synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
298,CoA catabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
299,Citric acid cycle,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
300,"Transport, lysosomal",5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
301,Vitamin B12 metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
302,N-glycan synthesis,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
303,Thiamine metabolism,5BD_diffexpr-nonnaive-cluster4,1.0,1.0,1.0
304,Fatty acid oxidation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
305,Nucleotide interconversion,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
306,Keratan sulfate degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
307,Sphingolipid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
308,Tyrosine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
309,Keratan sulfate synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
310,Steroid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
311,Chondroitin synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
312,Tryptophan metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
313,Glycerophospholipid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
314,Inositol phosphate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
315,Folate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
316,"Valine, leucine, and isoleucine metabolism",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
317,Chondroitin sulfate degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
318,Cholesterol metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
319,Arginine and Proline Metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
320,Fatty acid synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
321,"Glycine, serine, alanine and threonine metabolism",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
322,Pyrimidine catabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
323,Blood group synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
324,Pyruvate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
325,Aminosugar metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
326,Heparan sulfate degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
327,Urea cycle,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
328,Purine catabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
329,Eicosanoid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
330,Methionine and cysteine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
331,Lysine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
332,Starch and sucrose metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
333,Pentose phosphate pathway,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
334,NAD metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
335,Vitamin A metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
336,beta-Alanine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
337,Triacylglycerol synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
338,Glyoxylate and dicarboxylate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
339,Glutamate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
340,Alanine and aspartate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
341,Histidine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
342,Selenoamino acid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
343,Tetrahydrobiopterin metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
344,Glutathione metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
345,Propanoate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
346,Biotin metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
347,Limonene and pinene degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
348,Phenylalanine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
349,ROS detoxification,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
350,Glycolysis/gluconeogenesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
351,Pyrimidine synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
352,Heme synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
353,Galactose metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
354,Purine synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
355,"Transport, extracellular",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
356,Miscellaneous,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
357,Hyaluronan metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
358,Fructose and mannose metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
359,C5-branched dibasic acid metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
360,Oxidative phosphorylation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
361,N-glycan degradation,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
362,Nucleotide salvage pathway,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
363,Vitamin B2 metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
364,Butanoate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
365,Vitamin C metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
366,Vitamin B6 metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
367,Taurine and hypotaurine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
368,Phosphatidylinositol phosphate metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
369,"Transport, mitochondrial",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
370,Nucleotide sugar metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
371,CoA synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
372,O-glycan synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
373,Ubiquinone synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
374,CoA catabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
375,Citric acid cycle,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
376,"Transport, lysosomal",5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
377,Vitamin B12 metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
378,N-glycan synthesis,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
379,Thiamine metabolism,5BE_diffexpr-nonnaive-cluster5,1.0,1.0,1.0
380,Fatty acid oxidation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
381,Nucleotide interconversion,5BF_diffexpr-nonnaive-cluster6,0.15194505377127807,0.15194505377127807,0.16484497193518072
382,Keratan sulfate degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
383,Sphingolipid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
384,Tyrosine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
385,Keratan sulfate synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
386,Steroid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
387,Chondroitin synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
388,Tryptophan metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
389,Glycerophospholipid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
390,Inositol phosphate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
391,Folate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
392,"Valine, leucine, and isoleucine metabolism",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
393,Chondroitin sulfate degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
394,Cholesterol metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
395,Arginine and Proline Metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
396,Fatty acid synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
397,"Glycine, serine, alanine and threonine metabolism",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
398,Pyrimidine catabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
399,Blood group synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
400,Pyruvate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
401,Aminosugar metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
402,Heparan sulfate degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
403,Urea cycle,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
404,Purine catabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
405,Eicosanoid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
406,Methionine and cysteine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
407,Lysine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
408,Starch and sucrose metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
409,Pentose phosphate pathway,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
410,NAD metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
411,Vitamin A metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
412,beta-Alanine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
413,Triacylglycerol synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
414,Glyoxylate and dicarboxylate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
415,Glutamate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
416,Alanine and aspartate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
417,Histidine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
418,Selenoamino acid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
419,Tetrahydrobiopterin metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
420,Glutathione metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
421,Propanoate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
422,Biotin metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
423,Limonene and pinene degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
424,Phenylalanine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
425,ROS detoxification,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
426,Glycolysis/gluconeogenesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
427,Pyrimidine synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
428,Heme synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
429,Galactose metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
430,Purine synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
431,"Transport, extracellular",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
432,Miscellaneous,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
433,Hyaluronan metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
434,Fructose and mannose metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
435,C5-branched dibasic acid metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
436,Oxidative phosphorylation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
437,N-glycan degradation,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
438,Nucleotide salvage pathway,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
439,Vitamin B2 metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
440,Butanoate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
441,Vitamin C metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
442,Vitamin B6 metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
443,Taurine and hypotaurine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
444,Phosphatidylinositol phosphate metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
445,"Transport, mitochondrial",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
446,Nucleotide sugar metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
447,CoA synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
448,O-glycan synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
449,Ubiquinone synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
450,CoA catabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
451,Citric acid cycle,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
452,"Transport, lysosomal",5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
453,Vitamin B12 metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
454,N-glycan synthesis,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
455,Thiamine metabolism,5BF_diffexpr-nonnaive-cluster6,1.0,1.0,1.0
456,Fatty acid oxidation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
457,Nucleotide interconversion,5BG_diffexpr-nonnaive-cluster8,0.05017044124449309,0.05017044124449309,0.05629068932171563
458,Keratan sulfate degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
459,Sphingolipid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
460,Tyrosine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
461,Keratan sulfate synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
462,Steroid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
463,Chondroitin synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
464,Tryptophan metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
465,Glycerophospholipid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
466,Inositol phosphate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
467,Folate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
468,"Valine, leucine, and isoleucine metabolism",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
469,Chondroitin sulfate degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
470,Cholesterol metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
471,Arginine and Proline Metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
472,Fatty acid synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
473,"Glycine, serine, alanine and threonine metabolism",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
474,Pyrimidine catabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
475,Blood group synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
476,Pyruvate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
477,Aminosugar metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
478,Heparan sulfate degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
479,Urea cycle,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
480,Purine catabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
481,Eicosanoid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
482,Methionine and cysteine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
483,Lysine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
484,Starch and sucrose metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
485,Pentose phosphate pathway,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
486,NAD metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
487,Vitamin A metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
488,beta-Alanine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
489,Triacylglycerol synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
490,Glyoxylate and dicarboxylate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
491,Glutamate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
492,Alanine and aspartate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
493,Histidine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
494,Selenoamino acid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
495,Tetrahydrobiopterin metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
496,Glutathione metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
497,Propanoate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
498,Biotin metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
499,Limonene and pinene degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
500,Phenylalanine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
501,ROS detoxification,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
502,Glycolysis/gluconeogenesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
503,Pyrimidine synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
504,Heme synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
505,Galactose metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
506,Purine synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
507,"Transport, extracellular",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
508,Miscellaneous,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
509,Hyaluronan metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
510,Fructose and mannose metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
511,C5-branched dibasic acid metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
512,Oxidative phosphorylation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
513,N-glycan degradation,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
514,Nucleotide salvage pathway,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
515,Vitamin B2 metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
516,Butanoate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
517,Vitamin C metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
518,Vitamin B6 metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
519,Taurine and hypotaurine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
520,Phosphatidylinositol phosphate metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
521,"Transport, mitochondrial",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
522,Nucleotide sugar metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
523,CoA synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
524,O-glycan synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
525,Ubiquinone synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
526,CoA catabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
527,Citric acid cycle,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
528,"Transport, lysosomal",5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
529,Vitamin B12 metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
530,N-glycan synthesis,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
531,Thiamine metabolism,5BG_diffexpr-nonnaive-cluster8,1.0,1.0,1.0
532,Fatty acid oxidation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
533,Nucleotide interconversion,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
534,Keratan sulfate degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
535,Sphingolipid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
536,Tyrosine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
537,Keratan sulfate synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
538,Steroid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
539,Chondroitin synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
540,Tryptophan metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
541,Glycerophospholipid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
542,Inositol phosphate metabolism,5BH_diffexpr-nonnaive-cluster9,0.21618258755712488,0.21618258755712488,0.22555466505237598
543,Folate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
544,"Valine, leucine, and isoleucine metabolism",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
545,Chondroitin sulfate degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
546,Cholesterol metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
547,Arginine and Proline Metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
548,Fatty acid synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
549,"Glycine, serine, alanine and threonine metabolism",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
550,Pyrimidine catabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
551,Blood group synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
552,Pyruvate metabolism,5BH_diffexpr-nonnaive-cluster9,0.09903084482387388,0.09903084482387388,0.12478232105207145
553,Aminosugar metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
554,Heparan sulfate degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
555,Urea cycle,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
556,Purine catabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
557,Eicosanoid metabolism,5BH_diffexpr-nonnaive-cluster9,0.03414702066958649,0.03414702066958649,0.04321498496659325
558,Methionine and cysteine metabolism,5BH_diffexpr-nonnaive-cluster9,0.09903084482387388,0.09903084482387388,0.12543907011024025
559,Lysine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
560,Starch and sucrose metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
561,Pentose phosphate pathway,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
562,NAD metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
563,Vitamin A metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
564,beta-Alanine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
565,Triacylglycerol synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
566,Glyoxylate and dicarboxylate metabolism,5BH_diffexpr-nonnaive-cluster9,0.08003035718424993,0.08003035718424993,0.10208819414669337
567,Glutamate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
568,Alanine and aspartate metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
569,Histidine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
570,Selenoamino acid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
571,Tetrahydrobiopterin metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
572,Glutathione metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
573,Propanoate metabolism,5BH_diffexpr-nonnaive-cluster9,0.07360954883862013,0.07360954883862013,0.0924279900199717
574,Biotin metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
575,Limonene and pinene degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
576,Phenylalanine metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
577,ROS detoxification,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
578,Glycolysis/gluconeogenesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
579,Pyrimidine synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
580,Heme synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
581,Galactose metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
582,Purine synthesis,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
583,"Transport, extracellular",5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
584,Miscellaneous,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
585,Hyaluronan metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
586,Fructose and mannose metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
587,C5-branched dibasic acid metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
588,Oxidative phosphorylation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
589,N-glycan degradation,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
590,Nucleotide salvage pathway,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
591,Vitamin B2 metabolism,5BH_diffexpr-nonnaive-cluster9,1.0,1.0,1.0
