,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
FPGSm_pos,10541.0,0.9485902709051526,0.026513363470785374,0.963712067029896,FPGSm,"folylpolyglutamate synthetase, mitochondrial","4.00 * L-glutamate(1-) [m] + 1.00 * ATP [m] + 1.00 * 5,6,7,8-Tetrahydrofolate [m] --> 1.00 * proton [m] + 3.00 * Water [m] + 1.00 * pentaglutamyl folate (THF) [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FTCD_pos,11755.0,0.07737667968809411,0.20810734426520316,0.14057057572754383,FTCD,formimidoyltransferase cyclodeaminase,"2.00 * proton [c] + 1.00 * 5-Formiminotetrahydrofolate [c] --> 1.00 * Ammonium [c] + 1.00 * 5,10-Methenyltetrahydrofolate [c]
FTCD",FTCD,Folate metabolism,4.3.1.4,4.0
FTHFCL_pos,12415.0,0.007119085797405754,0.3567278402412236,0.020888551467249942,FTHFCL,5-formethyltetrahydrofolate cyclo-ligase,"1.00 * ATP [c] + 1.00 * 5-formyltetrahydrofolate(2-) [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 5,10-Methenyltetrahydrofolate [c]
MTHFSL",MTHFSL,Folate metabolism,6.3.3.2,4.0
FTHFDH_pos,11812.0,0.06489076554384544,0.22798202672876725,0.11993876125606932,FTHFDH,formyltetrahydrofolate dehydrogenase,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * carbon dioxide [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
ALDH1L1; ALDH1L2",ALDH1L1; ALDH1L2,Folate metabolism,1.5.1.6,4.0
FTHFLm_pos,12492.0,0.005123717846459425,0.3846723895518865,0.015556671670074282,FTHFLm,"formate-tetrahydrofolate ligase, mitochondrial","1.00 * ATP [m] + 1.00 * Formate [m] + 1.00 * 5,6,7,8-Tetrahydrofolate [m] --> 1.00 * 10-Formyltetrahydrofolate [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
MTHFD1; MTHFD1L",MTHFD1; MTHFD1L,Folate metabolism,6.3.4.3,4.0
FUCASE2e_pos,13202.0,0.00014803531732769524,0.42426173217260355,0.0008239555260518793,FUCASE2e,"alpha-fucosidase, extracellular","1.00 * Water [e] + 1.00 * keratan sulfate I [e] --> 1.00 * L-fucose [e] + 1.00 * keratan sulfate I, degradation product 1 [e]
FUCA2",FUCA2,Keratan sulfate degradation,3.2.1.51,4.0
FUCASE2ly_pos,11205.0,0.3196431958478353,0.08077952476841584,0.44551083968822003,FUCASE2ly,"alpha-fucosidase, lysosomal","1.00 * Water [l] + 1.00 * keratan sulfate I [l] --> 1.00 * L-fucose [l] + 1.00 * keratan sulfate I, degradation product 1 [l]
FUCA1",FUCA1,Keratan sulfate degradation,3.2.1.51,4.0
FUCASEe_pos,12756.0,0.001528623565921556,0.36382702136421935,0.005774699457983447,FUCASEe,"alpha-fucosidase, extracellular","1.00 * Water [e] + 1.00 * PA6 [e] --> 1.00 * L-fucose [e] + 1.00 * de-Fuc form of PA6 [e]
FUCA2",FUCA2,N-glycan degradation,3.2.1.51,0.0
FUCASEly_pos,12538.0,0.004188193739137754,0.33288054528772065,0.013319041267227999,FUCASEly,"alpha-fucosidase, lysosomal","1.00 * Water [l] + 1.00 * PA6 [l] --> 1.00 * L-fucose [l] + 1.00 * de-Fuc form of PA6 [l]
FUCA1",FUCA1,N-glycan degradation,3.2.1.51,0.0
FUMAC_pos,13160.0,0.00018736353799999583,0.44904632116821486,0.0010102096680828878,FUMAC,fumarylacetoacetase,"1.00 * Water [c] + 1.00 * 4-fumarylacetoacetate(2-) [c] --> 1.00 * proton [c] + 1.00 * acetoacetate [c] + 1.00 * Fumarate [c]
FAH",FAH,Tyrosine metabolism,3.7.1.2,4.0
FUMm_neg,9346.0,0.10758871967001384,-0.07521940425300043,0.18657494162095187,FUMm,"fumarase, mitochondrial","1.00 * Water [m] + 1.00 * Fumarate [m] --> 1.00 * (S)-malate(2-) [m]
FH1",FH1,Citric acid cycle,4.2.1.2,0.0
FUMm_pos,9346.0,0.10758871967001384,-0.07521940425299585,0.18657494162095187,FUMm,"fumarase, mitochondrial","1.00 * Water [m] + 1.00 * Fumarate [m] --> 1.00 * (S)-malate(2-) [m]
FH1",FH1,Citric acid cycle,4.2.1.2,0.0
FUT11g_pos,14159.0,2.810237692320552e-07,0.6131512983578252,4.184496451672635e-06,FUT11g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * galactosylgloboside [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * fucosyl galactosylgloboside [g]
FUT1",FUT1,Sphingolipid metabolism,2.4.1.69,4.0
FUT12g_pos,14102.0,4.284723624985179e-07,0.6104459197292534,5.7730536283362684e-06,FUT12g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * Lc4Cer [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT14g_pos,14120.0,3.7528962989363103e-07,0.6125852852597076,5.2450017791932255e-06,FUT14g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * Lactoneotetraosylceramide [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IIH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT15g_pos,13712.0,6.507312341421195e-06,0.5428655520770532,5.6193904541839124e-05,FUT15g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * (Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IIIH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT16g_pos,14421.0,3.734082693022696e-08,0.6563275763290531,8.722659699448139e-07,FUT16g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * i-antigen [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * VI2Fuc-nLc6 [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT17g_pos,13898.0,1.8430805480603034e-06,0.5613121575706365,1.835305051998174e-05,FUT17g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT18g_pos,14220.0,1.7771892602095126e-07,0.6278719077951289,2.926622003957422e-06,FUT18g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * I-antigen [g] + 2.00 * GDP-L-fucose(2-) [g] --> 2.00 * proton [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g] + 2.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT31g_pos,14227.0,1.685387200394903e-07,0.6209720258671659,2.87191781500447e-06,FUT31g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Lc4Cer [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Lea glycolipid [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT32g_pos,13895.0,1.8819427649918123e-06,0.5619785376708097,1.8565977153704057e-05,FUT32g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)1 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT33g_pos,13799.0,3.6365068076296217e-06,0.5631913454009042,3.383278523361107e-05,FUT33g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Type IA glycolipid [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT34g_pos,14102.0,4.284723624985179e-07,0.610445919729254,5.7730536283362684e-06,FUT34g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Type IH glycolipid [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Leb glycolipid [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT35g_pos,14189.0,2.245195270274303e-07,0.6293419567527746,3.524815171612249e-06,FUT35g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Type IB glycolipid [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT910g_pos,14249.0,1.4257494130343107e-07,0.6403215468838287,2.5960860026479034e-06,FUT910g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT911g_pos,14249.0,1.4257494130343107e-07,0.6403215468838293,2.5960860026479034e-06,FUT911g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT91g_pos,14239.0,1.5385744976808735e-07,0.6227744803439483,2.7465925136471166e-06,FUT91g,"Alpha-(1,3)-fucosyltransferase","1.00 * Lactoneotetraosylceramide [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Lacto-N-fucopentaosyl III ceramide [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT92g_pos,14037.0,6.879194433038767e-07,0.5828902258473212,7.745778466741354e-06,FUT92g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * Sialyl-3-paragloboside [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * IV3-a-NeuAc,III3-a-Fuc-nLc4Cer [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT93g_pos,14120.0,3.7528962989363103e-07,0.6125852852597067,5.2450017791932255e-06,FUT93g,"Alpha-(1,3)-fucosyltransferase","1.00 * Type IIH glycolipid [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Ley glycolipid [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT94g_pos,14188.0,2.262120516537596e-07,0.6307510728969834,3.524815171612249e-06,FUT94g,"Alpha-(1,3)-fucosyltransferase","1.00 * VI2Fuc-nLc6 [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT95g_pos,14188.0,2.262120516537596e-07,0.6307510728969818,3.524815171612249e-06,FUT95g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT96g_pos,14237.0,1.5621533503523254e-07,0.640227026489988,2.750166657954522e-06,FUT96g,"Alpha-(1,3)-fucosyltransferase","1.00 * i-antigen [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * V3Fuc-nLc6Cer [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT97g_pos,14237.0,1.5621533503523254e-07,0.6402270264899736,2.750166657954522e-06,FUT97g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * V3Fuc-nLc6Cer [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * V3Fuc,III3Fuc-nLc6Cer [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT98g_pos,14355.0,6.285707760447766e-08,0.6427250354535461,1.3861181853748654e-06,FUT98g,"Alpha-(1,3)-fucosyltransferase","1.00 * i-antigen [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * III3Fuc-nLc6Cer [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT99g_pos,14249.0,1.4257494130343107e-07,0.6403215468838435,2.5960860026479034e-06,FUT99g,"Alpha-(1,3)-fucosyltransferase","1.00 * nLc8Cer [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
G12MT1_L_pos,12040.0,0.03034234007856418,0.2332951192910121,0.06548314707778174,G12MT1_L,"Glycolipid 1,2-alpha-D-mannosyltransferase (liver)","1.00 * GDP-alpha-D-mannose(2-) [c] + 0.10 * (alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog [c] --> 1.00 * proton [c] + 1.00 * GDP [c] + 0.10 * (alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human liver homolog [c]
No genes",,N-glycan synthesis,2.4.1.131,0.0
G12MT1_U_pos,12040.0,0.03034234007856418,0.23329511929102595,0.06548314707778174,G12MT1_U,"Glycolipid 1,2-alpha-D-mannosyltransferase (uterus)","1.00 * GDP-alpha-D-mannose(2-) [c] + 0.10 * (alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog [c] --> 1.00 * proton [c] + 1.00 * GDP [c] + 0.10 * (alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog [c]
No genes",,N-glycan synthesis,2.4.1.131,0.0
G12MT2_L_pos,12040.0,0.03034234007856418,0.23329511929101904,0.06548314707778174,G12MT2_L,"Glycolipid 1,2-alpha-D-mannosyltransferase (liver)","1.00 * GDP-alpha-D-mannose(2-) [c] + 0.10 * (alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human liver homolog [c] --> 1.00 * proton [c] + 1.00 * GDP [c] + 0.10 * (alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog [c]
No genes",,N-glycan synthesis,2.4.1.131,0.0
G12MT2_U_pos,12040.0,0.03034234007856418,0.23329511929101196,0.06548314707778174,G12MT2_U,"Glycolipid 1,2-alpha-D-mannosyltransferase (uterus)","1.00 * GDP-alpha-D-mannose(2-) [c] + 0.10 * (alpha-D-mannosyl)3-beta-D-mannosyl-diacetylchitodiphosphodolichol, human uterine homolog [c] --> 1.00 * proton [c] + 1.00 * GDP [c] + 0.10 * (alpha-D-Mannosyl)4-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog [c]
No genes",,N-glycan synthesis,2.4.1.131,0.0
G13MT_L_pos,12040.0,0.03034234007856418,0.23329511929101895,0.06548314707778174,G13MT_L,"Glycolipid 1,3-alpha-D-mannosyltransferase (liver)","1.00 * GDP-alpha-D-mannose(2-) [c] + 0.10 * beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human liver homolog [c] --> 1.00 * proton [c] + 1.00 * GDP [c] + 0.10 * alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human liver homolog [c]
ALG2",ALG2,N-glycan synthesis,2.4.1.132,0.0
G13MT_U_pos,12040.0,0.03034234007856418,0.23329511929101895,0.06548314707778174,G13MT_U,"Glycolipid 1,3-alpha-D-mannosyltransferase (uterus)","1.00 * GDP-alpha-D-mannose(2-) [c] + 0.10 * beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog [c] --> 1.00 * proton [c] + 1.00 * GDP [c] + 0.10 * alpha-D-mannosyl-beta-D-mannosyl-diacylchitobiosyldiphosphodolichol, human uterine homolog [c]
ALG2",ALG2,N-glycan synthesis,2.4.1.132,0.0
G14T10g_pos,11941.0,0.04268017183868533,0.2077039475070497,0.08361535048507274,G14T10g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 14 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 15 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T11g_pos,11941.0,0.04268017183868533,0.20770394750704985,0.08361535048507274,G14T11g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 17 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 18 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T12g_pos,11941.0,0.04268017183868533,0.20770394750704987,0.08361535048507274,G14T12g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 20 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 21 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T13g_pos,11941.0,0.04268017183868533,0.2077039475070362,0.08361535048507274,G14T13g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 23 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 24 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T14g_pos,11941.0,0.04268017183868533,0.20770394750704985,0.08361535048507274,G14T14g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 26 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 27 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T15g_pos,11941.0,0.04268017183868533,0.2077039475070506,0.08361535048507274,G14T15g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 29 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 30 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T16g_pos,11941.0,0.04268017183868533,0.20770394750705,0.08361535048507274,G14T16g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 32 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 33 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T17g_pos,11941.0,0.04268017183868533,0.20770394750704985,0.08361535048507274,G14T17g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 35 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 36 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T18g_pos,12136.0,0.0214395202814085,0.22955789620451428,0.05132759682697835,G14T18g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","2.00 * UDP-D-galactose(2-) [g] + 1.00 * Core 4 [g] --> 2.00 * proton [g] + 2.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 1 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T19g_pos,12136.0,0.0214395202814085,0.22955789620451436,0.05132759682697835,G14T19g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 4 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T20g_pos,12136.0,0.0214395202814085,0.22955789620450046,0.05132759682697835,G14T20g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 6 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 7 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T21g_pos,12136.0,0.0214395202814085,0.22955789620451447,0.05132759682697835,G14T21g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 9 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 10 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T2g_pos,12137.0,0.02136026541476638,0.22193759487491255,0.05132759682697835,G14T2g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 1 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 2 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T3g_pos,12137.0,0.02136026541476638,0.22193759487491285,0.05132759682697835,G14T3g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 4 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T4g_pos,12137.0,0.02136026541476638,0.22193759487491269,0.05132759682697835,G14T4g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 6 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 7 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T5g_pos,12137.0,0.02136026541476638,0.22193759487489864,0.05132759682697835,G14T5g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate II biosynthesis, precursor 9 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate II biosynthesis, precursor 10 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
G14T6g_pos,11941.0,0.04268017183868533,0.20770394750704965,0.08361535048507274,G14T6g,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi","1.00 * UDP-D-galactose(2-) [g] + 1.00 * keratan sulfate I biosynthesis, precursor 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * keratan sulfate I biosynthesis, precursor 3 [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,Keratan sulfate synthesis,2.4.1.38,4.0
