,term,p,padj,q
656,PUNP1,1.0,1.0,1.0
657,PUNP2,1.0,1.0,1.0
658,PUNP3,1.0,1.0,1.0
659,PUNP4,1.0,1.0,1.0
660,PUNP5,1.0,1.0,1.0
661,PUNP6,1.0,1.0,1.0
662,PUNP7,1.0,1.0,1.0
663,PYAM5POr,1.0,1.0,1.0
664,PYLALDOXm,1.0,1.0,1.0
665,RBK_D,1.0,1.0,1.0
666,RDH1a,1.0,1.0,1.0
667,RDH2,1.0,1.0,1.0
668,RDH3,1.0,1.0,1.0
669,RDH3a,1.0,1.0,1.0
670,RDH4,1.0,1.0,1.0
671,RNDR1,1.0,1.0,1.0
672,RNDR2,1.0,1.0,1.0
673,RNDR3,1.0,1.0,1.0
674,RNDR4,1.0,1.0,1.0
675,S23T2g,1.0,1.0,1.0
676,S23T4g,1.0,1.0,1.0
677,S23Tg,1.0,1.0,1.0
678,S2TASE1ly,1.0,1.0,1.0
679,S2TASE2ly,1.0,1.0,1.0
680,S2TASE3ly,1.0,1.0,1.0
681,S4TASE1ly,1.0,1.0,1.0
682,S4TASE2ly,1.0,1.0,1.0
683,S4TASE3ly,1.0,1.0,1.0
684,S4TASE4ly,1.0,1.0,1.0
685,S4TASE5ly,1.0,1.0,1.0
686,S6TASE10ly,1.0,1.0,1.0
687,S6TASE11ly,1.0,1.0,1.0
688,S6TASE12ly,1.0,1.0,1.0
689,S6TASE13ly,1.0,1.0,1.0
690,S6TASE14ly,1.0,1.0,1.0
691,S6TASE15ly,1.0,1.0,1.0
692,S6TASE16ly,1.0,1.0,1.0
693,S6TASE17ly,1.0,1.0,1.0
694,S6TASE18ly,1.0,1.0,1.0
695,S6TASE19ly,1.0,1.0,1.0
696,S6TASE1ly,1.0,1.0,1.0
697,S6TASE20ly,1.0,1.0,1.0
698,S6TASE21ly,1.0,1.0,1.0
699,S6TASE22ly,1.0,1.0,1.0
700,S6TASE23ly,1.0,1.0,1.0
701,S6TASE24ly,1.0,1.0,1.0
702,S6TASE25ly,1.0,1.0,1.0
703,S6TASE26ly,1.0,1.0,1.0
704,S6TASE2ly,1.0,1.0,1.0
705,S6TASE3ly,1.0,1.0,1.0
706,S6TASE4ly,1.0,1.0,1.0
707,S6TASE5ly,1.0,1.0,1.0
708,S6TASE6ly,1.0,1.0,1.0
709,S6TASE7ly,1.0,1.0,1.0
710,S6TASE8ly,1.0,1.0,1.0
711,S6TASE9ly,1.0,1.0,1.0
712,SALMCOM2,1.0,1.0,1.0
713,SARCOXp,0.02666811799311293,1.0,1.0
714,SARDHm,1.0,1.0,1.0
715,SELCYSLY,1.0,1.0,1.0
716,SELCYSTGL,0.02666811799311293,1.0,1.0
717,SELCYSTS,1.0,1.0,1.0
718,SELNPS,1.0,1.0,1.0
719,SFGTH,1.0,1.0,1.0
720,SGPL11r,1.0,1.0,1.0
721,SGPL12r,1.0,1.0,1.0
722,SIAASE2ly,1.0,1.0,1.0
723,SIAASE3ly,1.0,1.0,1.0
724,SIAASE4ly,1.0,1.0,1.0
725,SIAASEly,1.0,1.0,1.0
726,SIAT4Bg,1.0,1.0,1.0
727,SIAT9g,1.0,1.0,1.0
728,SLDxm,1.0,1.0,1.0
729,SPMS,1.0,1.0,1.0
730,SPODM,1.0,1.0,1.0
731,SPODMm,1.0,1.0,1.0
732,SPODMn,1.0,1.0,1.0
733,SPODMx,1.0,1.0,1.0
734,SPR,1.0,1.0,1.0
735,SPRMS,0.0526278731736338,1.0,1.0
736,SPRn,1.0,1.0,1.0
737,SQLEr,1.0,1.0,1.0
738,SQLSr,1.0,1.0,1.0
739,SRTN23OX,1.0,1.0,1.0
740,ST3GAL23g,1.0,1.0,1.0
741,ST8SIA11,1.0,1.0,1.0
742,ST8SIA12,1.0,1.0,1.0
743,T2M26DCOAHLm,1.0,1.0,1.0
744,T2M26DCOAHLx,1.0,1.0,1.0
745,T4HCINNOX,1.0,1.0,1.0
746,TDPGDH,1.0,1.0,1.0
747,THD1m,1.0,1.0,1.0
748,THMTP,1.0,1.0,1.0
749,THRS,1.0,1.0,1.0
750,TMABADH,1.0,1.0,1.0
751,TMDK1m,1.0,1.0,1.0
752,TMDPP,1.0,1.0,1.0
753,TMDS,1.0,1.0,1.0
754,TRDR,1.0,1.0,1.0
755,TRDR2,1.0,1.0,1.0
756,TRDR3,1.0,1.0,1.0
757,TYRDOPO,1.0,1.0,1.0
758,TYRDOPO3,1.0,1.0,1.0
759,UAG2EMAi,1.0,1.0,1.0
760,UAG4E,1.0,1.0,1.0
761,UAGDP,1.0,1.0,1.0
762,UDPGD,1.0,1.0,1.0
763,UDPGLDCg,1.0,1.0,1.0
764,UGCG,1.0,1.0,1.0
765,UMPK2,1.0,1.0,1.0
766,UMPK2n,1.0,1.0,1.0
767,UMPK3,1.0,1.0,1.0
768,UMPK3n,1.0,1.0,1.0
769,UMPK4,1.0,1.0,1.0
770,UMPK4n,1.0,1.0,1.0
771,UMPK5,1.0,1.0,1.0
772,UMPK5n,1.0,1.0,1.0
773,UMPK6,1.0,1.0,1.0
774,UMPK6n,1.0,1.0,1.0
775,UMPK7,1.0,1.0,1.0
776,UMPK7n,1.0,1.0,1.0
777,UMPKn,1.0,1.0,1.0
778,UPPDC1,1.0,1.0,1.0
779,UPPN,1.0,1.0,1.0
780,URIK1,1.0,1.0,1.0
781,VALTA,1.0,1.0,1.0
782,VALTAm,1.0,1.0,1.0
783,XYLK,1.0,1.0,1.0
784,XYLUR,1.0,1.0,1.0
785,GNDc,1.0,1.0,1.0
786,MTHFR3,1.0,1.0,1.0
787,P5CR,1.0,1.0,1.0
788,PGLc,1.0,1.0,1.0
789,PRO1x,1.0,1.0,1.0
790,RPEc,1.0,1.0,1.0
