"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SUPT7L",-0.0906644292053153,1.58048747722558,-0.419512415761453,0.675143533659445,0.818775280327603,-7.1633470947768
"WDR60",-0.0774305242239644,1.06300054293442,-0.419034597336263,0.675492312469109,0.818776236179575,-7.16354699312546
"XAB2",-0.100343365512882,2.81345759040339,-0.419012309423005,0.675508583019889,0.818776236179575,-7.16355631186001
"TBC1D25",-0.0906295193590352,1.07046964704557,-0.418919330635634,0.675576460738915,0.818776236179575,-7.16359518160953
"DEPDC1B",-0.0745139063424674,0.8326658197682,-0.418886055141398,0.675600753640677,0.818776236179575,-7.16360909032472
"MDH1",0.0323919323527148,8.73772011234836,0.418874966022146,0.675608849370007,0.818776236179575,-7.1636137251843
"JTB",0.10597108746285,5.43982079231288,0.418726918832297,0.675716936405897,0.818794632276251,-7.1636755919327
"AGPAT1",0.0690928815809112,1.15344936728619,0.418499947980302,0.675882657471663,0.818882851291966,-7.1637703973055
"GM7334",-0.0778443934002227,1.05903687263643,-0.418148431244485,0.676139345933413,0.819013861983638,-7.16391712396856
"LRRFIP2",0.0796417399396193,0.985522754233477,0.418097343535928,0.67617665491807,0.819013861983638,-7.1639384382485
"RABL6",-0.0778391811890356,2.01826815014407,-0.417884660425431,0.676331984445283,0.819089429561121,-7.16402714371803
"IER3IP1",0.0405550500678921,6.75740563866778,0.417534200967871,0.6765879668051,0.819224154684452,-7.16417321433771
"TRMT1L",-0.0936062604145966,1.70287525949057,-0.417373690617755,0.676705219209886,0.819224154684452,-7.16424007377715
"RPRD2",0.0697613497667009,1.72176681245903,0.417350586175944,0.676722097594782,0.819224154684452,-7.16424969565326
"DVL3",-0.0879791038241695,1.73684925856181,-0.415761842613195,0.677883106403397,0.82047560760656,-7.16491005394275
"REEP4",-0.0978842392192941,2.1236489073403,-0.415681197672017,0.677942059978551,0.82047560760656,-7.16494350677284
"KCTD2",0.0536934038975343,0.349064094199312,0.415484172178752,0.678086099135968,0.820537249991115,-7.16502520888146
"USP9X",-0.0764223467108725,3.87813213430218,-0.415280705506821,0.678234859647502,0.820604587873893,-7.16510954139676
"MEAF6",0.106922853211929,4.24381972859145,0.415028250915647,0.678419454200135,0.820715257359751,-7.16521412098257
"TRIP10",0.092103957345062,1.37226738087466,0.414870991083003,0.678534452242214,0.820741713918561,-7.16527923392887
"CENPC1",-0.0969218323957877,3.43420677457253,-0.414610182034715,0.678725188411428,0.820859761969248,-7.16538716677046
"WSB1",-0.0830357845570894,4.28267450556681,-0.414265625132969,0.678977203187378,0.821051878662235,-7.16552965375902
"NDUFB5",-0.0262765864072763,8.42534315359027,-0.41371588407012,0.679379367831532,0.821425486170846,-7.16575674696825
"ESCO1",0.0841781689253935,5.04243727841961,0.413011395911142,0.679894872239751,0.821927354198132,-7.16604732451746
"ANAPC7",-0.0949316318235928,1.85150768331247,-0.412893746894932,0.679980975769724,0.821927354198132,-7.166095802558
"TALDO1",-0.0386752140468126,8.38516420503221,-0.412224162401353,0.680471102955945,0.822311084146552,-7.16637144650682
"TBC1D20",-0.0556254035574071,0.472128325688604,-0.412205112828956,0.680485048982277,0.822311084146552,-7.16637928199594
"BHLHB9",-0.0952726620533951,1.40218211212547,-0.412024156073496,0.680617531325229,0.822358418367047,-7.16645369527303
"THAP11",-0.0803816717609221,1.24301306522789,-0.411659036710238,0.680884873237898,0.822499591022262,-7.1666037407802
"ATAD5",-0.0796563571184289,2.79855667279804,-0.411507955167091,0.680995507559484,0.822499591022262,-7.16666578875292
"RPN2",0.0582390197637452,6.5922446096866,0.411482217372049,0.681014355575791,0.822499591022262,-7.16667635679002
"BAG4",-0.0734132719351389,1.45076323475005,-0.410643636048682,0.681628565587655,0.823091826481863,-7.16702032028573
"BIK",-0.0724200085452501,0.573055311516835,-0.410557719965783,0.681691505899366,0.823091826481863,-7.16705552116764
"TMEM68",-0.112855727015579,2.92690296642417,-0.4103666376304,0.681831496772781,0.823098183671003,-7.16713378358651
"EFCAB7",0.0721396192420674,0.758702278064469,0.410295573269355,0.681883562802904,0.823098183671003,-7.16716288044036
"ZFP110",-0.109966175414904,2.43291298740028,-0.409432357400559,0.682516128220068,0.823748923309156,-7.16751591681122
"ARHGEF39",-0.10453727277009,1.39166482808951,-0.408785938046724,0.682989971793083,0.824207944873674,-7.16777980183408
"CDK13",0.0679098357615015,1.35187309756551,0.40820283610543,0.683417509655388,0.824610968317762,-7.16801748176702
"SET",0.0208648558251007,9.69977865287871,0.408001600390717,0.683565081971434,0.824676121480389,-7.16809942940112
"EPHX4",-0.045806229089925,0.235242151969358,-0.4075041957178,0.683929896183848,0.824990428275184,-7.16830181040117
"UVSSA",0.0670719856260289,1.52335509870307,0.407391135762016,0.684012828708359,0.824990428275184,-7.16834777715439
"CCAR1",0.0463518885862488,6.52142010608324,0.407143561930089,0.684194444162888,0.825076186899884,-7.1684483886792
"TLDC1",-0.0491300695048817,0.323770983387004,-0.407038974167929,0.684271173272581,0.825076186899884,-7.16849087374215
"RBMXL1",-0.054534142758095,7.30715861283572,-0.406762529919528,0.684473997866426,0.825189107512061,-7.16860311690247
"ACBD7",0.0542590617677874,0.278155022400482,0.40661759365235,0.684580345408194,0.825189107512061,-7.16866193415274
"HAUS2",0.0988475705167418,3.36853866892939,0.406528498146143,0.684645722696947,0.825189107512061,-7.16869808001653
"NIPSNAP1",0.0931962245849251,3.85732509546321,0.406303227798487,0.68481103415692,0.825259773726553,-7.16878943644054
"IZUMO4",-0.0484207306571393,0.2469237624781,-0.406193399428902,0.684891635655964,0.825259773726553,-7.1688339580359
"POLE4",0.0785048333395848,4.92322323795866,0.406023100978995,0.685016622428479,0.825297538409048,-7.16890296887121
"CRNKL1",-0.0986802870050837,4.11800243452438,-0.405657026787208,0.685285323801802,0.825447187634712,-7.16905121696748
"ACAA2",-0.0912354585375984,5.51795460186919,-0.405568482915143,0.685350321720568,0.825447187634712,-7.16908705428362
"TOB2",-0.0757345734554155,3.52746633807803,-0.405301553268125,0.6855462824927,0.825447187634712,-7.16919504430928
"TPST2",-0.113494715356555,2.40416735570246,-0.405272053588556,0.685567940365324,0.825447187634712,-7.16920697444854
"NEIL1",0.103451991973663,1.28485155568377,0.405175532666346,0.685638805249235,0.825447187634712,-7.16924600298139
"TTK",-0.0979034869771804,2.02564083429567,-0.405088359380324,0.685702809562434,0.825447187634712,-7.16928124378814
"PRPF4",-0.0739671178311522,3.75909933762471,-0.404651666199861,0.686023472252844,0.8255529656951,-7.16945766803251
"NR4A2",0.076027813662186,1.14024285924038,0.404627571720662,0.68604116642226,0.8255529656951,-7.16946739667991
"PMPCA",0.07253852017083,6.0180700056158,0.404554441533112,0.686094871814282,0.8255529656951,-7.16949692097158
"ZFP85",0.0682755932112212,0.569506018549077,0.404338066513067,0.68625378276493,0.8255529656951,-7.16958424518541
"ECM1",-0.0725623039753226,0.672627838892242,-0.40433089196855,0.686259052159571,0.8255529656951,-7.16958713987491
"MOB3C",-0.0599504836651529,0.422803154510532,-0.404145121645805,0.686395497814994,0.8256044113885,-7.16966207414333
"EGFL7",-0.102917087430844,1.57525517019723,-0.403424903518715,0.686924584852865,0.826128052170892,-7.169952263694
"BAZ2B",0.0698685423229157,1.51511707558129,0.403232409684799,0.687066020899986,0.826179740941126,-7.17002973555135
"CISD1",-0.0358307713478695,7.95405400968359,-0.402984535209985,0.687248164434619,0.826179740941126,-7.17012944172691
"ELL",-0.0743076256662664,0.957068205646364,-0.4029836693345,0.68724880073067,0.826179740941126,-7.17012978991336
"ATP6V1A",-0.0783606658340092,4.67811778305506,-0.402713245314916,0.687447535040086,0.826305936485035,-7.17023849643519
"ENC1",0.085161866652121,1.2918532139416,0.402255529580145,0.687783959273956,0.826597577128239,-7.17042232539973
"GPT",0.0533204416646583,0.385699732680049,0.402031559796033,0.687948601255246,0.826682713779994,-7.17051220062543
"TMEM180",-0.0773559902326567,1.01130045728899,-0.401567442061051,0.688289825234825,0.8269799904287,-7.17069828393538
"RNF113A2",0.105184550761574,3.47388849746285,0.401397681299124,0.688414650971381,0.827017219058177,-7.17076629416475
"TYW3",-0.0816216552378194,1.78683547865438,-0.400717292871001,0.688915028755158,0.827505540196157,-7.17103858578925
"MID1IP1",0.0663642124304766,0.974491759836796,0.400558918282684,0.689031521752557,0.827532679368395,-7.17110190113465
"FECH",-0.0767038949054762,1.20581095136817,-0.400155047032366,0.689328624242861,0.827776695115456,-7.17126324850925
"TMEM120A",0.129692540570311,3.80196048434785,0.399906701619182,0.689511340140408,0.827883302541882,-7.17136238227252
"VPS37C",-0.0835308633294314,0.884036693534958,-0.399704445921654,0.689660159762732,0.827949187847563,-7.17144307266179
"NQO1",-0.0398310949698098,0.199580165077819,-0.399445007570133,0.689851072011496,0.827989714567192,-7.17154651650773
"GM10451",-0.043607653729299,0.187848739254885,-0.399403226272551,0.689881819365357,0.827989714567192,-7.17156316936862
"MED19",-0.0851039242012264,2.13684581161688,-0.399064512208344,0.690131102064031,0.828133677187227,-7.17169810712266
"B4GALT3",-0.108386318808539,2.40019216698816,-0.39898489358442,0.690189703726334,0.828133677187227,-7.1717298091885
"DBI",-0.0425420727223424,9.93794230862622,-0.398736017899377,0.690372895628928,0.828240720007861,-7.17182886426885
"CHAF1B",-0.125811797138039,4.58344407735228,-0.398505499715815,0.690542591243513,0.828331544389421,-7.17192055779729
"LAMTOR3",0.0827463731157145,6.82783908903923,0.397878126418418,0.691004510303696,0.828682324059295,-7.17216984066995
"ACY1",-0.0983798727417259,3.25062826459302,-0.397852909247469,0.691023079486186,0.828682324059295,-7.17217985235379
"DNLZ",-0.0629798035476881,1.18907165625963,-0.397722329555657,0.691119237516236,0.828684876221849,-7.17223168477023
"TANK",0.117022934224757,5.65465036887347,0.397196333719447,0.691506628109682,0.828938453098927,-7.17244030188763
"BMI1",0.0868852698647912,1.5816982765194,0.397179758886169,0.691518836625815,0.828938453098927,-7.17244687121025
"ZFP386",-0.109303361055857,2.72639761246369,-0.396369441154266,0.692115790159505,0.829541202050281,-7.17276770118409
"VMA21",0.0546928743307599,4.00030181103218,0.395625357146901,0.69266411930189,0.830085515829148,-7.17306173070442
"NUCB2",-0.100155500295393,1.88415846278967,-0.395297446653616,0.692905813963206,0.830191326684678,-7.17319113141705
"CXX1C",0.0739146354030463,0.674242010380614,0.395249964335481,0.692940814602575,0.830191326684678,-7.173209860103
"ABHD17A",-0.08157778892834,1.69229498914864,-0.394963145392455,0.693152251444334,0.830331764575087,-7.17332294372953
"STAT6",-0.0757673778999622,4.23939887797304,-0.394637894570183,0.693392048516528,0.830420844710431,-7.1734510806064
"UBTD2",-0.0635234568827776,0.688225030525023,-0.394560078346347,0.693449424516867,0.830420844710431,-7.17348172170732
"9130019O22RIK",0.0528423252804226,0.477778264491453,0.394443361988133,0.693535485947308,0.830420844710431,-7.17352766890081
"GNPTG",0.114419547140513,2.63925474438303,0.394269928659757,0.693663375277245,0.830420844710431,-7.17359591852273
"SLC35B1",0.0966064026153231,6.97164192944777,0.39422331627045,0.693697748639305,0.830420844710431,-7.17361425635519
"CASP9",0.0630846201184358,0.580372321444255,0.393589601854037,0.694165131315009,0.830867486388589,-7.17386335177102
"SMG5",0.0569742193456405,1.17434596344296,0.393130108367397,0.694504094158268,0.831160318008802,-7.17404371544366
"USP34",0.0562690635961682,3.60790428284126,0.392707592988855,0.694815832890718,0.83142049358668,-7.17420937846126
"0610037L13RIK",0.105641747341817,5.60305836565233,0.392468269153784,0.694992432933683,0.831518912767384,-7.17430313540891
"HCFC1",-0.0691042944832524,3.54019822906861,-0.391848176574584,0.695450084351811,0.831888989037634,-7.17454579581203
"INO80",0.0746409562196879,1.89195587222918,0.391793377544705,0.695490533442561,0.831888989037634,-7.1745672218452
"TBCE",-0.114859329166379,3.28664447813165,-0.391558606652466,0.695663835949795,0.831983360866541,-7.17465898171955
"SIRT2",-0.0639149966125119,6.20665028467616,-0.391198433428626,0.695929738646873,0.832117364753846,-7.17479964811465
"COX8A",0.0200765061336367,9.70924208715759,0.391151051116158,0.695964722069738,0.832117364753846,-7.17481814374936
"MTBP",-0.0799037946997385,1.62352157992402,-0.390877339843032,0.696166821959738,0.832246093588059,-7.17492494284464
"CNOT10",-0.0773627384785412,2.39441625304946,-0.390486950886221,0.696455110539363,0.83240828303065,-7.17507713905259
"MAPK11",0.0743283724046075,0.960609766444875,0.390437817844291,0.69649139669443,0.83240828303065,-7.17509628319212
"TBP",0.0951621627847448,4.96874877529633,0.39025455667445,0.696626746460781,0.832457154787643,-7.17516766762668
"PIK3AP1",0.0645757918670272,0.611246665158725,0.390009983398273,0.696807394151412,0.832560136206127,-7.17526288238022
"KLHL9",-0.0478817513670363,5.07053406613364,-0.389807244103997,0.696957155359525,0.832626190888369,-7.17534176555607
"HSF2",-0.0570178504968761,2.99241163417617,-0.389075802417074,0.697497561627044,0.833158852076327,-7.17562601925341
"PSAT1",0.0413191546766969,8.02246387023477,0.38875827960965,0.697732202950978,0.833326183033876,-7.1757492493118
"DNAJC18",0.0995706999402552,3.04549983133472,0.388364973840319,0.698022886239737,0.833560392470299,-7.17590175125769
"AQP9",0.0426754995580656,0.175286491386829,0.388171614141112,0.698165810296148,0.83358681219573,-7.17597666877591
"WDR26",-0.0682001338667132,3.33840792337551,-0.388079120034021,0.698234182188685,0.83358681219573,-7.17601249258381
"H1F0",-0.0754202784059729,1.78910064671784,-0.387591170005938,0.698594916890016,0.833904510707261,-7.17620133888935
"RSRC1",0.0635844972551784,3.48996713180702,0.387309293126616,0.698803335750321,0.834040330168957,-7.17631032265255
"N4BP2L1",-0.0503969232878926,0.324453488358388,-0.386981228735703,0.699045934242546,0.83409748846279,-7.17643706443375
"LAPTM4B",-0.050644914387994,0.361745240980943,-0.386955020241708,0.699065316347124,0.83409748846279,-7.17644718498634
"DDX3X",-0.0520440808551913,6.52465980441931,-0.386826170091996,0.699160608438602,0.83409748846279,-7.17649693121411
"UQCR11",-0.036451801375035,10.4619582791752,-0.386636872292058,0.699300613680618,0.83409748846279,-7.17656998494015
"RNF214",0.0910137000939036,2.08064246850256,0.386604650609831,0.699324445960689,0.83409748846279,-7.17658241636019
"GINS3",-0.103520325960044,2.06821969765467,-0.386134696137054,0.699672074507964,0.834292099947824,-7.17676361146506
"MRPS23",0.0612119768474148,6.27567195230246,0.386128113244919,0.699676944367908,0.834292099947824,-7.17676614799376
"HACL1",-0.0838579471844125,0.861068432007501,-0.385668994441533,0.700016619658922,0.834584208475931,-7.17694294968105
"TMEM201",-0.0560826739333052,0.734295418762136,-0.385183980277347,0.700375518941418,0.834719611761459,-7.17712949514173
"MORN4",-0.0483597945623078,0.322991895402635,-0.385159137275925,0.700393903999908,0.834719611761459,-7.17713904390811
"ABHD13",-0.061751077537161,0.794027692133019,-0.384998358649575,0.700512892456886,0.834719611761459,-7.17720082661945
"ZFP595",0.0457015803648162,0.35992376429977,0.384911325279395,0.700577306876434,0.834719611761459,-7.17723426034904
"CUL7",-0.0546777552947654,0.544842032199277,-0.384875579257882,0.700603763553785,0.834719611761459,-7.17724798993822
"TMEM126B",-0.115371030513028,3.19682991877192,-0.384338841108386,0.701001063050385,0.835080071460265,-7.1774539910267
"PHB2",-0.0504746565667112,6.80158069033986,-0.383748270101634,0.701438305198997,0.83543557791973,-7.17768032141385
