,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
FPGS9_pos,12885.0,0.000808085253359261,0.37497548548445603,0.003484389255520007,FPGS9,folylpolyglutamate synthetase (10fthf),"1.00 * 10-formyltetrahydrofolate-[Glu](6) [c] + 1.00 * ATP [c] + 1.00 * L-glutamate(1-) [c] --> 1.00 * 10-formyltetrahydrofolate-[Glu](7) [c] + 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FPGS_pos,12986.0,0.00048017286014550805,0.40261621434981304,0.00223694564159892,FPGS,folylpolyglutamate synthetase,"1.00 * ATP [c] + 4.00 * L-glutamate(1-) [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c] --> 3.00 * Water [c] + 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * pentaglutamyl folate (THF) [c]
FPGS",FPGS,Folate metabolism,6.3.2.17,4.0
FTHFCL_pos,12415.0,0.007119085797405754,0.3567278402412243,0.020888551467249942,FTHFCL,5-formethyltetrahydrofolate cyclo-ligase,"1.00 * ATP [c] + 1.00 * 5-formyltetrahydrofolate(2-) [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 5,10-Methenyltetrahydrofolate [c]
MTHFSL",MTHFSL,Folate metabolism,6.3.3.2,4.0
FTHFLm_pos,12492.0,0.005123717846459425,0.3846723895519026,0.015556671670074282,FTHFLm,"formate-tetrahydrofolate ligase, mitochondrial","1.00 * ATP [m] + 1.00 * Formate [m] + 1.00 * 5,6,7,8-Tetrahydrofolate [m] --> 1.00 * 10-Formyltetrahydrofolate [m] + 1.00 * ADP [m] + 1.00 * hydrogenphosphate [m]
MTHFD1; MTHFD1L",MTHFD1; MTHFD1L,Folate metabolism,6.3.4.3,4.0
FUCASE2e_pos,13202.0,0.00014803531732769524,0.42426173217260305,0.0008239555260518793,FUCASE2e,"alpha-fucosidase, extracellular","1.00 * Water [e] + 1.00 * keratan sulfate I [e] --> 1.00 * L-fucose [e] + 1.00 * keratan sulfate I, degradation product 1 [e]
FUCA2",FUCA2,Keratan sulfate degradation,3.2.1.51,4.0
FUCASEe_pos,12756.0,0.001528623565921556,0.3638270213642328,0.005774699457983447,FUCASEe,"alpha-fucosidase, extracellular","1.00 * Water [e] + 1.00 * PA6 [e] --> 1.00 * L-fucose [e] + 1.00 * de-Fuc form of PA6 [e]
FUCA2",FUCA2,N-glycan degradation,3.2.1.51,0.0
FUCASEly_pos,12538.0,0.004188193739137754,0.3328805452877057,0.013319041267227999,FUCASEly,"alpha-fucosidase, lysosomal","1.00 * Water [l] + 1.00 * PA6 [l] --> 1.00 * L-fucose [l] + 1.00 * de-Fuc form of PA6 [l]
FUCA1",FUCA1,N-glycan degradation,3.2.1.51,0.0
FUMAC_pos,13160.0,0.00018736353799999583,0.4490463211682148,0.0010102096680828878,FUMAC,fumarylacetoacetase,"1.00 * Water [c] + 1.00 * 4-fumarylacetoacetate(2-) [c] --> 1.00 * proton [c] + 1.00 * acetoacetate [c] + 1.00 * Fumarate [c]
FAH",FAH,Tyrosine metabolism,3.7.1.2,4.0
FUT11g_pos,14159.0,2.810237692320552e-07,0.6131512983578261,4.184496451672635e-06,FUT11g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * galactosylgloboside [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * fucosyl galactosylgloboside [g]
FUT1",FUT1,Sphingolipid metabolism,2.4.1.69,4.0
FUT12g_pos,14102.0,4.284723624985179e-07,0.6104459197292522,5.7730536283362684e-06,FUT12g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * Lc4Cer [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT14g_pos,14120.0,3.7528962989363103e-07,0.6125852852597075,5.2450017791932255e-06,FUT14g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * Lactoneotetraosylceramide [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IIH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT15g_pos,13712.0,6.507312341421195e-06,0.5428655520770641,5.6193904541839124e-05,FUT15g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * (Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * Type IIIH glycolipid [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT16g_pos,14421.0,3.734082693022696e-08,0.6563275763290359,8.722659699448139e-07,FUT16g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * i-antigen [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * VI2Fuc-nLc6 [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT17g_pos,13898.0,1.8430805480603034e-06,0.5613121575706209,1.835305051998174e-05,FUT17g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g] + 1.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT18g_pos,14220.0,1.7771892602095126e-07,0.6278719077951158,2.926622003957422e-06,FUT18g,Galactoside 2-alpha-L-fucosyltransferase 1,"1.00 * I-antigen [g] + 2.00 * GDP-L-fucose(2-) [g] --> 2.00 * proton [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g] + 2.00 * GDP [g]
FUT1",FUT1,Blood group synthesis,2.4.1.69,4.0
FUT31g_pos,14227.0,1.685387200394903e-07,0.6209720258671824,2.87191781500447e-06,FUT31g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Lc4Cer [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Lea glycolipid [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT32g_pos,13895.0,1.8819427649918123e-06,0.5619785376707936,1.8565977153704057e-05,FUT32g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)1 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * IV3-a-Neu5Ac,III4-a-Fuc-Lc4Cer [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT33g_pos,13799.0,3.6365068076296217e-06,0.5631913454009201,3.383278523361107e-05,FUT33g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Type IA glycolipid [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT34g_pos,14102.0,4.284723624985179e-07,0.6104459197292387,5.7730536283362684e-06,FUT34g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Type IH glycolipid [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Leb glycolipid [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT35g_pos,14189.0,2.245195270274303e-07,0.6293419567527492,3.5162180614375854e-06,FUT35g,"fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1","1.00 * Type IB glycolipid [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 [g]
No genes",,Blood group synthesis,2.4.1.65,4.0
FUT910g_pos,14249.0,1.4257494130343107e-07,0.6403215468838291,2.5960860026479034e-06,FUT910g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT911g_pos,14249.0,1.4257494130343107e-07,0.6403215468838288,2.5960860026479034e-06,FUT911g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT91g_pos,14239.0,1.5385744976808735e-07,0.6227744803439336,2.7465925136471166e-06,FUT91g,"Alpha-(1,3)-fucosyltransferase","1.00 * Lactoneotetraosylceramide [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Lacto-N-fucopentaosyl III ceramide [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT92g_pos,14037.0,6.879194433038767e-07,0.5828902258472912,7.745778466741354e-06,FUT92g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * Sialyl-3-paragloboside [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * IV3-a-NeuAc,III3-a-Fuc-nLc4Cer [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT93g_pos,14120.0,3.7528962989363103e-07,0.6125852852597075,5.2450017791932255e-06,FUT93g,"Alpha-(1,3)-fucosyltransferase","1.00 * Type IIH glycolipid [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * Ley glycolipid [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT94g_pos,14188.0,2.262120516537596e-07,0.6307510728969797,3.5162180614375854e-06,FUT94g,"Alpha-(1,3)-fucosyltransferase","1.00 * VI2Fuc-nLc6 [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT95g_pos,14188.0,2.262120516537596e-07,0.6307510728969796,3.5162180614375854e-06,FUT95g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT96g_pos,14237.0,1.5621533503523254e-07,0.640227026490001,2.750166657954522e-06,FUT96g,"Alpha-(1,3)-fucosyltransferase","1.00 * i-antigen [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * V3Fuc-nLc6Cer [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT97g_pos,14237.0,1.5621533503523254e-07,0.6402270264900021,2.750166657954522e-06,FUT97g,"Alpha-(1,3)-fucosyltransferase","1.00 * GDP-L-fucose(2-) [g] + 1.00 * V3Fuc-nLc6Cer [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * V3Fuc,III3Fuc-nLc6Cer [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT98g_pos,14355.0,6.285707760447766e-08,0.6427250354535735,1.3861181853748654e-06,FUT98g,"Alpha-(1,3)-fucosyltransferase","1.00 * i-antigen [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * III3Fuc-nLc6Cer [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
FUT99g_pos,14249.0,1.4257494130343107e-07,0.6403215468838287,2.5960860026479034e-06,FUT99g,"Alpha-(1,3)-fucosyltransferase","1.00 * nLc8Cer [g] + 1.00 * GDP-L-fucose(2-) [g] --> 1.00 * proton [g] + 1.00 * GDP [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Cer)1 [g]
FUT9",FUT9,Blood group synthesis,2.4.1.152,4.0
G14Tg_pos,12700.0,0.00199685291203302,0.35937314535459464,0.007339067824905674,G14Tg,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase","2.00 * UDP-D-galactose(2-) [g] + 1.00 * N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine [g] --> 2.00 * proton [g] + 2.00 * UDP [g] + 1.00 * {[galactosyl-(1,4)-N-Acetyl-glucosaminyl-(1,2)-mannosyl-(1,3)-],[N-acetyl-glucosaminyl-(1,2)-mannosyl-(1,6)-]mannosyl-(1,4)-N-acetyl-glucosaminyl-(1,4)-[fucosyl-(1,6)]-N-acetyl-glucosaminyl}asparagine [g]
B4GALT1; B4GALT2; B4GALT3; B4GALT5",B4GALT1; B4GALT2; B4GALT3; B4GALT5,N-glycan synthesis,2.4.1.38,4.0
G6PDA_pos,8141.0,0.0009732471130958851,-0.3880200511137301,0.004102185087142907,G6PDA,glucosamine-6-phosphate deaminase,"1.00 * Water [c] + 1.00 * D-Glucosamine 6-phosphate [c] --> 1.00 * Ammonium [c] + 1.00 * D-Fructose 6-phosphate [c]
GNPDA1; GNPDA2",GNPDA1; GNPDA2,Aminosugar metabolism,3.5.99.6,4.0
G6PDH2r_pos,12178.0,0.018323067637538163,0.2619015178344621,0.04561441798985575,G6PDH2r,glucose 6-phosphate dehydrogenase,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * D-Glucose 6-phosphate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 6-phospho-D-glucono-1,5-lactone [c]
G6PD2",G6PD2,Pentose phosphate pathway,1.1.1.49,0.0
G6PPer_pos,14470.0,2.5230896605511706e-08,0.6436643638665658,6.380813653449449e-07,G6PPer,"glucose-6-phosphate phosphatase, edoplasmic reticular","1.00 * Water [r] + 1.00 * D-Glucose 6-phosphate [r] --> 1.00 * D-glucose [r] + 1.00 * hydrogenphosphate [r]
G6PC; G6PC2; G6PC3",G6PC; G6PC2; G6PC3,Glycolysis/gluconeogenesis,3.1.3.9,4.0
GAL3ST12_pos,12902.0,0.0007412772859179289,0.36817396872754177,0.0032290910069411897,GAL3ST12,Galactosylceramide sulfotransferase,"1.00 * Digalactosylceramide [g] + 1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [g] --> 1.00 * proton [g] + 1.00 * Digalactosylceramidesulfate [g] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [g]
GAL3ST1",GAL3ST1,Sphingolipid metabolism,2.8.2.11,4.0
GALASE19ly_pos,13627.0,1.1332174784294203e-05,0.4414243196189249,8.894082500037803e-05,GALASE19ly,"beta-galactosidase, lysosomal","1.00 * Water [l] + 1.00 * F1alpha [l] --> 1.00 * D-Galactose [l] + 1.00 * Core 6 [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Keratan sulfate degradation,3.2.1.18,4.0
GALASE1ly_pos,12617.0,0.00293599726629183,0.34728617798284545,0.009952718392594592,GALASE1ly,"beta-galactosidase, lysosomal","2.00 * Water [l] + 1.00 * de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage) [l] --> 1.00 * de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage) [l] + 2.00 * D-Galactose [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,N-glycan degradation,3.2.1.23,4.0
GALC_pos,13590.0,1.4365872270516483e-05,0.53071911833587,0.00010912241237187312,GALC,Galactocerebrosidase,"1.00 * Water [l] + 1.00 * D-galactosyl-N-acylsphingosine [l] --> 1.00 * N-acylsphingosine [l] + 1.00 * D-Galactose [l]
GALC",GALC,Sphingolipid metabolism,3.2.1.46,4.0
GALGT1_pos,13280.0,9.474368823362471e-05,0.45935784313108713,0.0005712407995391583,GALGT1,"Beta-1,4 N-acetylgalactosaminyltransferase","1.00 * galactosyl glucosyl ceramide [g] + 1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GA2 [g]
B4GALNT1",B4GALNT1,Sphingolipid metabolism,2.4.1.92,4.0
GALGT2_pos,13100.0,0.00026084393623329626,0.443487070887138,0.001340611617431288,GALGT2,"Beta-1,4 N-acetylgalactosaminyltransferase","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * alpha-N-acetylneuraminosyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide(1-) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * N-acetyl-beta-D-galactosaminyl-(1->4)-[alpha-N-acetylneuraminosyl-(2->3)]-beta-D-galactosyl-beta-D-glucosyl-(1<->1)-ceramide anion [g]
B4GALNT1",B4GALNT1,Sphingolipid metabolism,2.4.1.92,4.0
GALGT3_pos,13009.0,0.0004253755605911628,0.43481471819546097,0.0020260974945048435,GALGT3,"Beta-1,4 N-acetylgalactosaminyltransferase","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * GD3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GD2 [g]
B4GALNT1",B4GALNT1,Sphingolipid metabolism,2.4.1.92,4.0
GALGT4_pos,13061.0,0.000322272713916104,0.43850480130752045,0.0016070766868445468,GALGT4,"Beta-1,4 N-acetylgalactosaminyltransferase","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * GT3 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GT2 [g]
B4GALNT1",B4GALNT1,Sphingolipid metabolism,2.4.1.92,4.0
GALNTg_pos,13630.0,1.111504632717976e-05,0.44237013331916164,8.810471423273209e-05,GALNTg,"GalNAc transferase, Golgi apparatus","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * protein-linked serine or threonine residue (O-glycosylation site) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Tn antigen [g]
GALNT1; GALNT10; GALNT11; GALNT12; GALNT13; GALNT14; GALNT15; GALNT2; GALNT3; GALNT4; GALNT5; GALNT6; GALNT7; GALNT9",GALNT1; GALNT10; GALNT11; GALNT12; GALNT13; GALNT14; GALNT15; GALNT2; GALNT3; GALNT4; GALNT5; GALNT6; GALNT7; GALNT9,O-glycan synthesis,2.4.1.41,0.0
GAPD_pos,13051.0,0.00034007546332681025,0.4239304874664353,0.0016892446826046468,GAPD,glyceraldehyde-3-phosphate dehydrogenase,"1.00 * hydrogenphosphate [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * Glyceraldehyde 3-phosphate [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 3-Phospho-D-glyceroyl phosphate [c]
GAPDHS; GM15294",GAPDHS; GM15294,Glycolysis/gluconeogenesis,1.2.1.12,0.0
GARFT_pos,13394.0,4.834967827743888e-05,0.4741109585435116,0.00031538638655283316,GARFT,phosphoribosylglycinamide formyltransferase,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * N1-(5-Phospho-D-ribosyl)glycinamide [c] --> 1.00 * proton [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c] + 1.00 * N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide [c]
GART",GART,Purine synthesis,2.1.2.2,4.0
GASNASEly_pos,12617.0,0.00293599726629183,0.3472861779828452,0.009952718392594592,GASNASEly,"glycosylasparaginase, lysosomal","1.00 * Water [l] + 1.00 * de-Fuc form of PA6 [l] --> 1.00 * protein-linked asparagine residue (N-glycosylation site) [l] + 1.00 * de-Fuc form of PA6 (w/o peptide linkage) [l]
AGA",AGA,N-glycan degradation,3.5.1.26,0.0
GBA_pos,13422.0,4.083363179609759e-05,0.5017777659272471,0.0002730668787371773,GBA,Glucosylceramidase,"1.00 * Water [c] + 1.00 * D-glucosyl-N-acylsphingosine [c] --> 1.00 * D-glucose [c] + 1.00 * N-acylsphingosine [c]
GBA",GBA,Sphingolipid metabolism,3.2.1.45,0.0
GBAl_pos,14940.0,4.650714895522749e-10,0.7656610097391202,2.0206330724440746e-08,GBAl,Glucosylceramidase,"1.00 * Water [l] + 1.00 * D-glucosyl-N-acylsphingosine [l] --> 1.00 * N-acylsphingosine [l] + 1.00 * D-glucose [l]
GBA",GBA,Sphingolipid metabolism,3.2.1.45,4.0
GBGT1_pos,14332.0,7.521814968583226e-08,0.6239880148288729,1.5513439092162103e-06,GBGT1,"globoside alpha-1,3-N-acetylgalactosaminyltransferase 1","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * globoside [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * alpha GalNAc globoside [g]
GBGT1",GBGT1,Sphingolipid metabolism,2.4.1.88,4.0
GCNTg_pos,14220.0,1.7771892602095126e-07,0.6278719077951165,2.926622003957422e-06,GCNTg,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * i-antigen [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)3 (Cer)1 [g]
GCNT2",GCNT2,Blood group synthesis,2.4.1.150,4.0
GFUCS_pos,14196.0,2.130098192934778e-07,0.6290614119558411,3.436738173056542e-06,GFUCS,GDP-L-fucose synthase,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-) [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * GDP-L-fucose(2-) [c]
TSTA3",TSTA3,Fructose and mannose metabolism,1.1.1.271,0.0
GGLUCT_pos,14017.0,7.945152265337897e-07,0.5968651102229603,8.79070406024278e-06,GGLUCT,gamma-glutamylcyclotransferase,"1.00 * 5-L-Glutamyl-L-alanine [e] --> 1.00 * L-alanine [c] + 1.00 * 5-oxoprolinate [c]
GGCT",GGCT,Glutathione metabolism,2.3.2.4,4.0
GHMT2r_pos,13747.0,5.157993827778946e-06,0.5794743328369437,4.5592086913224996e-05,GHMT2r,"glycine hydroxymethyltransferase, reversible","1.00 * 5,6,7,8-Tetrahydrofolate [c] + 1.00 * L-serine [c] --> 1.00 * Water [c] + 1.00 * Glycine [c] + 1.00 * 5,10-Methylenetetrahydrofolate [c]
SHMT1",SHMT1,"Glycine, serine, alanine and threonine metabolism",2.1.2.1,4.0
GLB1_pos,14940.0,4.650714895522749e-10,0.7656610097391122,2.0206330724440746e-08,GLB1,Beta-galactosidase,"1.00 * Water [l] + 1.00 * galactosyl glucosyl ceramide [l] --> 1.00 * D-Galactose [l] + 1.00 * D-glucosyl-N-acylsphingosine [l]
CTSA; GALNS; GLB1; NEU1",CTSA; GALNS; GLB1; NEU1,Sphingolipid metabolism,3.2.1.23,4.0
GLUPRT_pos,13394.0,4.834967827743888e-05,0.4741109585434977,0.00031538638655283316,GLUPRT,glutamine phosphoribosyldiphosphate amidotransferase,"1.00 * Water [c] + 1.00 * 5-Phospho-alpha-D-ribose 1-diphosphate [c] + 1.00 * L-glutamine [c] --> 1.00 * L-glutamate(1-) [c] + 1.00 * Diphosphate [c] + 1.00 * 5-Phospho-beta-D-ribosylamine [c]
PPAT",PPAT,Purine synthesis,2.4.2.14,4.0
GLXO1_pos,7113.0,2.1469784131454706e-06,-0.5264475588353649,2.0699990055939615e-05,GLXO1,glyoxylate oxidase,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * glyoxylate [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * oxalate(2-) [c]
LDHA; LDHAL6B; LDHB; LDHC; LDHD; UEVLD",LDHA; LDHAL6B; LDHB; LDHC; LDHD; UEVLD,Glyoxylate and dicarboxylate metabolism,1.2.3.5,4.0
GLXO2p_pos,7340.0,9.829411803675309e-06,-0.46164689309781115,7.869703696585772e-05,GLXO2p,"glyoxylate oxidase, peroxisomal","1.00 * O2 [x] + 1.00 * Water [x] + 1.00 * glyoxylate [x] --> 1.00 * proton [x] + 1.00 * Hydrogen peroxide [x] + 1.00 * oxalate(2-) [x]
HAO1; HAO2",HAO1; HAO2,Glyoxylate and dicarboxylate metabolism,1.1.3.15,4.0
GLYCLTDy_pos,13693.0,7.375074584845376e-06,0.40322926996945296,6.152294247918175e-05,GLYCLTDy,Glycolate dehydrogenase (NADP),"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * glyoxylate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * glycolate [c]
GRHPR",GRHPR,Glyoxylate and dicarboxylate metabolism,1.1.1.79,4.0
GMAND_pos,14170.0,2.588710622079212e-07,0.6262200451147207,3.928060189169242e-06,GMAND,GDP-D-mannose dehydratase,"1.00 * GDP-alpha-D-mannose(2-) [c] --> 1.00 * Water [c] + 1.00 * GDP-4-dehydro-6-deoxy-alpha-D-mannose(2-) [c]
GMDS",GMDS,Fructose and mannose metabolism,4.2.1.47,0.0
GMPR_pos,12245.0,0.01416953542889072,0.18247080848328048,0.03697888996245723,GMPR,GMP reductase,"2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * GMP [c] --> 1.00 * Ammonium [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * IMP [c]
GMPR; GMPR2",GMPR; GMPR2,Nucleotide interconversion,1.7.1.7,4.0
