,term,variable,value,p,padj,s1,s2
514,KEGG_MM_2-OXOCARBOXYLIC_ACID_METABOLISM,5,0.6889069335419338,0.6889069335419338,1.0,Th17n_Vehicle,Th17p_DFMO
515,KEGG_MM_RNA_DEGRADATION,5,0.0,0.0,0.0,Th17n_Vehicle,Th17p_DFMO
516,KEGG_MM_HIF-1_SIGNALING_PATHWAY,5,0.004706874577773747,0.004706874577773747,0.05687473448143278,Th17n_Vehicle,Th17p_DFMO
517,KEGG_MM_MTOR_SIGNALING_PATHWAY,5,0.19247125556855857,0.19247125556855857,1.0,Th17n_Vehicle,Th17p_DFMO
518,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,5,0.039829707857167745,0.039829707857167745,0.04344151170380603,Th17n_Vehicle,Th17p_DFMO
519,KEGG_MM_NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY,5,0.7250095603734977,0.7250095603734977,1.0,Th17n_Vehicle,Th17p_DFMO
520,KEGG_MM_INSULIN_SIGNALING_PATHWAY,5,0.00017449047465375667,0.00017449047465375667,0.0018664759788782988,Th17n_Vehicle,Th17p_DFMO
521,KEGG_MM_ADIPOCYTOKINE_SIGNALING_PATHWAY,5,0.14884450017659104,0.14884450017659104,0.16240975980806965,Th17n_Vehicle,Th17p_DFMO
522,KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS,6,1.6787070827628837e-05,1.6787070827628837e-05,0.00017667038250044863,Th17n_Vehicle,Th17n_DFMO
523,KEGG_MM_CITRATE_CYCLE,6,0.6420618926507008,0.6420618926507008,1.0,Th17n_Vehicle,Th17n_DFMO
524,KEGG_MM_PENTOSE_PHOSPHATE_PATHWAY,6,0.01153474662862492,0.01153474662862492,0.012601795186568038,Th17n_Vehicle,Th17n_DFMO
525,KEGG_MM_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,6,0.06696862898661962,0.06696862898661962,0.07319435580195864,Th17n_Vehicle,Th17n_DFMO
526,KEGG_MM_FRUCTOSE_AND_MANNOSE_METABOLISM,6,3.38239349135868e-05,3.38239349135868e-05,0.00035031932589072037,Th17n_Vehicle,Th17n_DFMO
527,KEGG_MM_GALACTOSE_METABOLISM,6,0.0001105791084925678,0.0001105791084925678,0.00012090970807105234,Th17n_Vehicle,Th17n_DFMO
528,KEGG_MM_ASCORBATE_AND_ALDARATE_METABOLISM,6,0.8374958648542363,0.8374958648542363,1.0,Th17n_Vehicle,Th17n_DFMO
529,KEGG_MM_FATTY_ACID_BIOSYNTHESIS,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
530,KEGG_MM_FATTY_ACID_METABOLISM,6,0.3809603368228178,0.3809603368228178,0.41689999124006477,Th17n_Vehicle,Th17n_DFMO
531,KEGG_MM_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
532,KEGG_MM_STEROID_BIOSYNTHESIS,6,0.021432560651145165,0.021432560651145165,0.23307909708120367,Th17n_Vehicle,Th17n_DFMO
533,KEGG_MM_PRIMARY_BILE_ACID_BIOSYNTHESIS,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
534,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
535,KEGG_MM_OXIDATIVE_PHOSPHORYLATION,6,0.8238871603366175,0.8238871603366175,0.8893074807603687,Th17n_Vehicle,Th17n_DFMO
536,KEGG_MM_PURINE_METABOLISM,6,0.21703288047639346,0.21703288047639346,0.23167927118338932,Th17n_Vehicle,Th17n_DFMO
537,KEGG_MM_CAFFEINE_METABOLISM,6,0.45415102358687337,0.45415102358687337,0.48499761520529444,Th17n_Vehicle,Th17n_DFMO
538,KEGG_MM_PYRIMIDINE_METABOLISM,6,0.6394777850834843,0.6394777850834843,0.6831915755496906,Th17n_Vehicle,Th17n_DFMO
539,KEGG_MM_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,6,0.023946299465084624,0.023946299465084624,0.3434057230981916,Th17n_Vehicle,Th17n_DFMO
540,KEGG_MM_GLYCINE_SERINE_AND_THREONINE_METABOLISM,6,0.47025969066872886,0.47025969066872886,0.5032299272838795,Th17n_Vehicle,Th17n_DFMO
541,KEGG_MM_CYSTEINE_AND_METHIONINE_METABOLISM,6,0.47025969066872886,0.47025969066872886,1.0,Th17n_Vehicle,Th17n_DFMO
542,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,6,0.260867430124079,0.260867430124079,1.0,Th17n_Vehicle,Th17n_DFMO
543,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
544,KEGG_MM_LYSINE_BIOSYNTHESIS,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
545,KEGG_MM_LYSINE_DEGRADATION,6,0.8283740823713159,0.8283740823713159,0.887179464501081,Th17n_Vehicle,Th17n_DFMO
546,KEGG_MM_ARGININE_AND_PROLINE_METABOLISM,6,0.03031962155434703,0.03031962155434703,0.4164958539833987,Th17n_Vehicle,Th17n_DFMO
547,KEGG_MM_HISTIDINE_METABOLISM,6,0.5710282246795989,0.5710282246795989,0.6135791133856539,Th17n_Vehicle,Th17n_DFMO
548,KEGG_MM_TYROSINE_METABOLISM,6,0.32066670622265236,0.32066670622265236,1.0,Th17n_Vehicle,Th17n_DFMO
549,KEGG_MM_PHENYLALANINE_METABOLISM,6,0.8011166242137154,0.8011166242137154,1.0,Th17n_Vehicle,Th17n_DFMO
550,KEGG_MM_TRYPTOPHAN_METABOLISM,6,0.36589248891936094,0.36589248891936094,0.3951093901859876,Th17n_Vehicle,Th17n_DFMO
551,KEGG_MM_PHENYLALANINE_TYROSINE_AND_TRYPTOPHAN_BIOSYNTHESIS,6,0.45415102358687337,0.45415102358687337,0.488394796687985,Th17n_Vehicle,Th17n_DFMO
552,KEGG_MM_BETA-ALANINE_METABOLISM,6,0.32778409417912663,0.32778409417912663,1.0,Th17n_Vehicle,Th17n_DFMO
553,KEGG_MM_TAURINE_AND_HYPOTAURINE_METABOLISM,6,0.1344799534902582,0.1344799534902582,1.0,Th17n_Vehicle,Th17n_DFMO
554,KEGG_MM_SELENOCOMPOUND_METABOLISM,6,0.09438463131721261,0.09438463131721261,0.10158510834553605,Th17n_Vehicle,Th17n_DFMO
555,KEGG_MM_CYANOAMINO_ACID_METABOLISM,6,0.3320744323156861,0.3320744323156861,1.0,Th17n_Vehicle,Th17n_DFMO
556,KEGG_MM_D-GLUTAMINE_AND_D-GLUTAMATE_METABOLISM,6,0.1827205728030155,0.1827205728030155,1.0,Th17n_Vehicle,Th17n_DFMO
557,KEGG_MM_D-ARGININE_AND_D-ORNITHINE_METABOLISM,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
558,KEGG_MM_GLUTATHIONE_METABOLISM,6,0.02501537667726253,0.02501537667726253,0.32004967219438824,Th17n_Vehicle,Th17n_DFMO
559,KEGG_MM_STARCH_AND_SUCROSE_METABOLISM,6,0.05472427297756255,0.05472427297756255,0.05897206955881018,Th17n_Vehicle,Th17n_DFMO
560,KEGG_MM_N-GLYCAN_BIOSYNTHESIS,6,0.9655014227880392,0.9655014227880392,1.0,Th17n_Vehicle,Th17n_DFMO
561,KEGG_MM_OTHER_GLYCAN_DEGRADATION,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
562,KEGG_MM_MUCIN_TYPE_O-GLYCAN_BIOSYNTHESIS,6,0.49029499291707146,0.49029499291707146,1.0,Th17n_Vehicle,Th17n_DFMO
563,KEGG_MM_OTHER_TYPES_OF_O-GLYCAN_BIOSYNTHESIS,6,0.291375649657578,0.291375649657578,1.0,Th17n_Vehicle,Th17n_DFMO
564,KEGG_MM_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,6,0.001044822736205272,0.001044822736205272,0.012985654007122666,Th17n_Vehicle,Th17n_DFMO
565,KEGG_MM_BUTIROSIN_AND_NEOMYCIN_BIOSYNTHESIS,6,0.2855963143876072,0.2855963143876072,0.30814649878117184,Th17n_Vehicle,Th17n_DFMO
566,KEGG_MM_GLYCOSAMINOGLYCAN_DEGRADATION,6,0.756600626303147,0.756600626303147,1.0,Th17n_Vehicle,Th17n_DFMO
567,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_DERMATAN_SULFATE,6,0.7396504256146967,0.7396504256146967,0.7889201515547031,Th17n_Vehicle,Th17n_DFMO
568,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
569,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE_HEPARIN,6,0.8011166242137154,0.8011166242137154,1.0,Th17n_Vehicle,Th17n_DFMO
570,KEGG_MM_GLYCEROLIPID_METABOLISM,6,0.0002100262778357621,0.0002100262778357621,0.0018091372447238915,Th17n_Vehicle,Th17n_DFMO
571,KEGG_MM_INOSITOL_PHOSPHATE_METABOLISM,6,0.0017416522171363727,0.0017416522171363727,0.01495300094317741,Th17n_Vehicle,Th17n_DFMO
572,KEGG_MM_GLYCEROPHOSPHOLIPID_METABOLISM,6,0.014703288860118395,0.014703288860118395,0.12582158663904594,Th17n_Vehicle,Th17n_DFMO
573,KEGG_MM_ETHER_LIPID_METABOLISM,6,0.04782878713391892,0.04782878713391892,0.05282824139633025,Th17n_Vehicle,Th17n_DFMO
574,KEGG_MM_ARACHIDONIC_ACID_METABOLISM,6,0.1868134592706125,0.1868134592706125,1.0,Th17n_Vehicle,Th17n_DFMO
575,KEGG_MM_LINOLEIC_ACID_METABOLISM,6,0.8530367587898811,0.8530367587898811,0.943001245422105,Th17n_Vehicle,Th17n_DFMO
576,KEGG_MM_ALPHA-LINOLENIC_ACID_METABOLISM,6,0.49029499291707146,0.49029499291707146,1.0,Th17n_Vehicle,Th17n_DFMO
577,KEGG_MM_SPHINGOLIPID_METABOLISM,6,0.12528481318584878,0.12528481318584878,1.0,Th17n_Vehicle,Th17n_DFMO
578,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_NEOLACTO_SERIES,6,0.49029499291707146,0.49029499291707146,1.0,Th17n_Vehicle,Th17n_DFMO
579,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,6,0.06946363364318328,0.06946363364318328,0.07682206941046965,Th17n_Vehicle,Th17n_DFMO
580,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,6,0.25482149865671905,0.25482149865671905,0.2821739972397271,Th17n_Vehicle,Th17n_DFMO
581,KEGG_MM_PYRUVATE_METABOLISM,6,0.01993744284027883,0.01993744284027883,0.022086895506420946,Th17n_Vehicle,Th17n_DFMO
582,KEGG_MM_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,6,0.8261756714608441,0.8261756714608441,0.9168020844017021,Th17n_Vehicle,Th17n_DFMO
583,KEGG_MM_PROPANOATE_METABOLISM,6,0.32778409417912663,0.32778409417912663,0.363894719611876,Th17n_Vehicle,Th17n_DFMO
584,KEGG_MM_BUTANOATE_METABOLISM,6,0.32778409417912663,0.32778409417912663,0.361740585965125,Th17n_Vehicle,Th17n_DFMO
585,KEGG_MM_THIAMINE_METABOLISM,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
586,KEGG_MM_RIBOFLAVIN_METABOLISM,6,0.04806203951574396,0.04806203951574396,0.3932348687651779,Th17n_Vehicle,Th17n_DFMO
587,KEGG_MM_VITAMIN_B6_METABOLISM,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
588,KEGG_MM_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,6,0.3095635600592411,0.3095635600592411,1.0,Th17n_Vehicle,Th17n_DFMO
589,KEGG_MM_PANTOTHENATE_AND_COA_BIOSYNTHESIS,6,0.27958017896570897,0.27958017896570897,1.0,Th17n_Vehicle,Th17n_DFMO
590,KEGG_MM_BIOTIN_METABOLISM,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
591,KEGG_MM_LIPOIC_ACID_METABOLISM,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
592,KEGG_MM_FOLATE_BIOSYNTHESIS,6,0.0,0.0,0.0,Th17n_Vehicle,Th17n_DFMO
593,KEGG_MM_RETINOL_METABOLISM,6,0.9746970634037763,0.9746970634037763,1.0,Th17n_Vehicle,Th17n_DFMO
594,KEGG_MM_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,6,0.9446996204371594,0.9446996204371594,1.0,Th17n_Vehicle,Th17n_DFMO
595,KEGG_MM_TERPENOID_BACKBONE_BIOSYNTHESIS,6,0.42380500254394693,0.42380500254394693,1.0,Th17n_Vehicle,Th17n_DFMO
596,KEGG_MM_SULFUR_METABOLISM,6,0.5228793733044349,0.5228793733044349,1.0,Th17n_Vehicle,Th17n_DFMO
597,KEGG_MM_AMINOACYL-TRNA_BIOSYNTHESIS,6,0.9865806069021424,0.9865806069021424,1.0,Th17n_Vehicle,Th17n_DFMO
598,KEGG_MM_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,6,0.047139207037746815,0.047139207037746815,0.3694694605661237,Th17n_Vehicle,Th17n_DFMO
599,KEGG_MM_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,6,0.8140675255177422,0.8140675255177422,1.0,Th17n_Vehicle,Th17n_DFMO
600,KEGG_MM_METABOLIC_PATHWAYS,6,0.0011861376625203822,0.0011861376625203822,0.009735280815025778,Th17n_Vehicle,Th17n_DFMO
601,KEGG_MM_2-OXOCARBOXYLIC_ACID_METABOLISM,6,0.3288036122344489,0.3288036122344489,1.0,Th17n_Vehicle,Th17n_DFMO
602,KEGG_MM_RNA_DEGRADATION,6,0.8900074427990685,0.8900074427990685,1.0,Th17n_Vehicle,Th17n_DFMO
603,KEGG_MM_HIF-1_SIGNALING_PATHWAY,6,0.006479349210345807,0.006479349210345807,0.0569397354848571,Th17n_Vehicle,Th17n_DFMO
604,KEGG_MM_MTOR_SIGNALING_PATHWAY,6,0.3776798577380566,0.3776798577380566,1.0,Th17n_Vehicle,Th17n_DFMO
605,KEGG_MM_PI3K-AKT_SIGNALING_PATHWAY,6,0.12193084883501693,0.12193084883501693,1.0,Th17n_Vehicle,Th17n_DFMO
606,KEGG_MM_NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY,6,0.5401228557473361,0.5401228557473361,1.0,Th17n_Vehicle,Th17n_DFMO
607,KEGG_MM_INSULIN_SIGNALING_PATHWAY,6,0.01984340352570493,0.01984340352570493,0.1939748434535201,Th17n_Vehicle,Th17n_DFMO
608,KEGG_MM_ADIPOCYTOKINE_SIGNALING_PATHWAY,6,0.3033013171162806,0.3033013171162806,1.0,Th17n_Vehicle,Th17n_DFMO
609,KEGG_MM_GLYCOLYSIS_GLUCONEOGENESIS,7,0.13239689547886507,0.13239689547886507,1.0,Th17n_Vehicle,iTreg_Vehicle
610,KEGG_MM_CITRATE_CYCLE,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
611,KEGG_MM_PENTOSE_PHOSPHATE_PATHWAY,7,0.7143721461091395,0.7143721461091395,1.0,Th17n_Vehicle,iTreg_Vehicle
612,KEGG_MM_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,7,0.01173331368775977,0.01173331368775977,0.11258804678328307,Th17n_Vehicle,iTreg_Vehicle
613,KEGG_MM_FRUCTOSE_AND_MANNOSE_METABOLISM,7,0.07946316864452149,0.07946316864452149,0.7597028211069637,Th17n_Vehicle,iTreg_Vehicle
614,KEGG_MM_GALACTOSE_METABOLISM,7,0.036329421020492206,0.036329421020492206,0.3460576235893601,Th17n_Vehicle,iTreg_Vehicle
615,KEGG_MM_ASCORBATE_AND_ALDARATE_METABOLISM,7,0.09636811955483963,0.09636811955483963,0.5020375090581466,Th17n_Vehicle,iTreg_Vehicle
616,KEGG_MM_FATTY_ACID_BIOSYNTHESIS,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
617,KEGG_MM_FATTY_ACID_METABOLISM,7,0.04542575362190821,0.04542575362190821,0.049983649642993434,Th17n_Vehicle,iTreg_Vehicle
618,KEGG_MM_SYNTHESIS_AND_DEGRADATION_OF_KETONE_BODIES,7,0.3682383680717967,0.3682383680717967,1.0,Th17n_Vehicle,iTreg_Vehicle
619,KEGG_MM_STEROID_BIOSYNTHESIS,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
620,KEGG_MM_PRIMARY_BILE_ACID_BIOSYNTHESIS,7,0.4873038765953858,0.4873038765953858,1.0,Th17n_Vehicle,iTreg_Vehicle
621,KEGG_MM_STEROID_HORMONE_BIOSYNTHESIS,7,0.42485098944179095,0.42485098944179095,1.0,Th17n_Vehicle,iTreg_Vehicle
622,KEGG_MM_OXIDATIVE_PHOSPHORYLATION,7,0.8371663164551665,0.8371663164551665,1.0,Th17n_Vehicle,iTreg_Vehicle
623,KEGG_MM_PURINE_METABOLISM,7,0.022589897289944223,0.022589897289944223,0.2068759014973839,Th17n_Vehicle,iTreg_Vehicle
624,KEGG_MM_CAFFEINE_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
625,KEGG_MM_PYRIMIDINE_METABOLISM,7,0.5883671178134087,0.5883671178134087,1.0,Th17n_Vehicle,iTreg_Vehicle
626,KEGG_MM_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,7,0.013239501550286397,0.013239501550286397,0.11956781676902249,Th17n_Vehicle,iTreg_Vehicle
627,KEGG_MM_GLYCINE_SERINE_AND_THREONINE_METABOLISM,7,0.4774183616752865,0.4774183616752865,1.0,Th17n_Vehicle,iTreg_Vehicle
628,KEGG_MM_CYSTEINE_AND_METHIONINE_METABOLISM,7,0.4774183616752865,0.4774183616752865,1.0,Th17n_Vehicle,iTreg_Vehicle
629,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,7,0.6436260216214362,0.6436260216214362,0.7085043932652673,Th17n_Vehicle,iTreg_Vehicle
630,KEGG_MM_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
631,KEGG_MM_LYSINE_BIOSYNTHESIS,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
632,KEGG_MM_LYSINE_DEGRADATION,7,0.3128242306763039,0.3128242306763039,1.0,Th17n_Vehicle,iTreg_Vehicle
633,KEGG_MM_ARGININE_AND_PROLINE_METABOLISM,7,0.02836978665933674,0.02836978665933674,0.25015251074617867,Th17n_Vehicle,iTreg_Vehicle
634,KEGG_MM_HISTIDINE_METABOLISM,7,0.7021802765369309,0.7021802765369309,1.0,Th17n_Vehicle,iTreg_Vehicle
635,KEGG_MM_TYROSINE_METABOLISM,7,0.5419913364555572,0.5419913364555572,1.0,Th17n_Vehicle,iTreg_Vehicle
636,KEGG_MM_PHENYLALANINE_METABOLISM,7,0.6329674519999933,0.6329674519999933,1.0,Th17n_Vehicle,iTreg_Vehicle
637,KEGG_MM_TRYPTOPHAN_METABOLISM,7,0.577987339789823,0.577987339789823,0.6157334517760971,Th17n_Vehicle,iTreg_Vehicle
638,KEGG_MM_PHENYLALANINE_TYROSINE_AND_TRYPTOPHAN_BIOSYNTHESIS,7,0.3132094660836121,0.3132094660836121,1.0,Th17n_Vehicle,iTreg_Vehicle
639,KEGG_MM_BETA-ALANINE_METABOLISM,7,0.13175245311596523,0.13175245311596523,0.13427329271092123,Th17n_Vehicle,iTreg_Vehicle
640,KEGG_MM_TAURINE_AND_HYPOTAURINE_METABOLISM,7,0.34129764103376803,0.34129764103376803,0.3480995869863754,Th17n_Vehicle,iTreg_Vehicle
641,KEGG_MM_SELENOCOMPOUND_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
642,KEGG_MM_CYANOAMINO_ACID_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
643,KEGG_MM_D-GLUTAMINE_AND_D-GLUTAMATE_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
644,KEGG_MM_D-ARGININE_AND_D-ORNITHINE_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
645,KEGG_MM_GLUTATHIONE_METABOLISM,7,0.6636358975067417,0.6636358975067417,0.6805853408615308,Th17n_Vehicle,iTreg_Vehicle
646,KEGG_MM_STARCH_AND_SUCROSE_METABOLISM,7,0.00026874354341020453,0.00026874354341020453,0.012093459453459203,Th17n_Vehicle,iTreg_Vehicle
647,KEGG_MM_N-GLYCAN_BIOSYNTHESIS,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
648,KEGG_MM_OTHER_GLYCAN_DEGRADATION,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
649,KEGG_MM_MUCIN_TYPE_O-GLYCAN_BIOSYNTHESIS,7,0.08037523686891525,0.08037523686891525,0.08246044348579748,Th17n_Vehicle,iTreg_Vehicle
650,KEGG_MM_OTHER_TYPES_OF_O-GLYCAN_BIOSYNTHESIS,7,0.7021802765369309,0.7021802765369309,1.0,Th17n_Vehicle,iTreg_Vehicle
651,KEGG_MM_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,7,0.01435186712086462,0.01435186712086462,0.5945773521501057,Th17n_Vehicle,iTreg_Vehicle
652,KEGG_MM_BUTIROSIN_AND_NEOMYCIN_BIOSYNTHESIS,7,0.015372366744997324,0.015372366744997324,0.015654263443013273,Th17n_Vehicle,iTreg_Vehicle
653,KEGG_MM_GLYCOSAMINOGLYCAN_DEGRADATION,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
654,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_DERMATAN_SULFATE,7,0.19605552798103584,0.19605552798103584,1.0,Th17n_Vehicle,iTreg_Vehicle
655,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
656,KEGG_MM_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE_HEPARIN,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
657,KEGG_MM_GLYCEROLIPID_METABOLISM,7,0.00041185820002816805,0.00041185820002816805,0.014332665360980249,Th17n_Vehicle,iTreg_Vehicle
658,KEGG_MM_INOSITOL_PHOSPHATE_METABOLISM,7,0.23858410611922434,0.23858410611922434,0.24593385346412935,Th17n_Vehicle,iTreg_Vehicle
659,KEGG_MM_GLYCEROPHOSPHOLIPID_METABOLISM,7,0.012052196833822318,0.012052196833822318,0.4085225160555357,Th17n_Vehicle,iTreg_Vehicle
660,KEGG_MM_ETHER_LIPID_METABOLISM,7,0.08534696308548051,0.08534696308548051,1.0,Th17n_Vehicle,iTreg_Vehicle
661,KEGG_MM_ARACHIDONIC_ACID_METABOLISM,7,0.7695880712123685,0.7695880712123685,0.7936091923604431,Th17n_Vehicle,iTreg_Vehicle
662,KEGG_MM_LINOLEIC_ACID_METABOLISM,7,0.8813183615791177,0.8813183615791177,0.9091861358582992,Th17n_Vehicle,iTreg_Vehicle
663,KEGG_MM_ALPHA-LINOLENIC_ACID_METABOLISM,7,0.27244839460797876,0.27244839460797876,0.2816199247234949,Th17n_Vehicle,iTreg_Vehicle
664,KEGG_MM_SPHINGOLIPID_METABOLISM,7,0.02503807006565087,0.02503807006565087,0.02596319541968565,Th17n_Vehicle,iTreg_Vehicle
665,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_NEOLACTO_SERIES,7,0.27244839460797876,0.27244839460797876,0.28262730919190165,Th17n_Vehicle,iTreg_Vehicle
666,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES,7,0.4654350779879311,0.4654350779879311,1.0,Th17n_Vehicle,iTreg_Vehicle
667,KEGG_MM_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
668,KEGG_MM_PYRUVATE_METABOLISM,7,0.0977270097026952,0.0977270097026952,1.0,Th17n_Vehicle,iTreg_Vehicle
669,KEGG_MM_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
670,KEGG_MM_PROPANOATE_METABOLISM,7,0.3635721696895657,0.3635721696895657,1.0,Th17n_Vehicle,iTreg_Vehicle
671,KEGG_MM_BUTANOATE_METABOLISM,7,0.13175245311596523,0.13175245311596523,0.13395944785066974,Th17n_Vehicle,iTreg_Vehicle
672,KEGG_MM_THIAMINE_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
673,KEGG_MM_RIBOFLAVIN_METABOLISM,7,0.0014749262948218224,0.0014749262948218224,1.0,Th17n_Vehicle,iTreg_Vehicle
674,KEGG_MM_VITAMIN_B6_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
675,KEGG_MM_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,7,0.12251796613898396,0.12251796613898396,1.0,Th17n_Vehicle,iTreg_Vehicle
676,KEGG_MM_PANTOTHENATE_AND_COA_BIOSYNTHESIS,7,0.13740309887611246,0.13740309887611246,1.0,Th17n_Vehicle,iTreg_Vehicle
677,KEGG_MM_BIOTIN_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
678,KEGG_MM_LIPOIC_ACID_METABOLISM,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
679,KEGG_MM_FOLATE_BIOSYNTHESIS,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
680,KEGG_MM_RETINOL_METABOLISM,7,0.4420628879903038,0.4420628879903038,1.0,Th17n_Vehicle,iTreg_Vehicle
681,KEGG_MM_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,7,0.0977270097026952,0.0977270097026952,0.0980651654456111,Th17n_Vehicle,iTreg_Vehicle
682,KEGG_MM_TERPENOID_BACKBONE_BIOSYNTHESIS,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
683,KEGG_MM_SULFUR_METABOLISM,7,0.3682383680717967,0.3682383680717967,1.0,Th17n_Vehicle,iTreg_Vehicle
684,KEGG_MM_AMINOACYL-TRNA_BIOSYNTHESIS,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
685,KEGG_MM_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,7,0.04280268847057775,0.04280268847057775,0.043083307716239076,Th17n_Vehicle,iTreg_Vehicle
686,KEGG_MM_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,7,0.6479890793913269,0.6479890793913269,1.0,Th17n_Vehicle,iTreg_Vehicle
687,KEGG_MM_METABOLIC_PATHWAYS,7,0.11286222496455993,0.11286222496455993,0.1136459904157027,Th17n_Vehicle,iTreg_Vehicle
688,KEGG_MM_2-OXOCARBOXYLIC_ACID_METABOLISM,7,0.16627293026545276,0.16627293026545276,1.0,Th17n_Vehicle,iTreg_Vehicle
689,KEGG_MM_RNA_DEGRADATION,7,0.0,0.0,0.0,Th17n_Vehicle,iTreg_Vehicle
